unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1624863120000,2021-06-28T06:52:00Z,SOL/USDT,31.437,31.469,31.434,31.465,342.852,10783.968146,26
1624863060000,2021-06-28T06:51:00Z,SOL/USDT,31.475,31.498,31.427,31.427,685.511,21572.310628,58
1624863000000,2021-06-28T06:50:00Z,SOL/USDT,31.382,31.475,31.376,31.471,1312.275,41250.931531,96
1624862940000,2021-06-28T06:49:00Z,SOL/USDT,31.362,31.38,31.35,31.38,277.187,8693.288377,23
1624862880000,2021-06-28T06:48:00Z,SOL/USDT,31.35,31.375,31.33,31.36,3268.095,102470.024681,80
1624862820000,2021-06-28T06:47:00Z,SOL/USDT,31.295,31.361,31.295,31.361,635.557,19902.385272,35
1624862760000,2021-06-28T06:46:00Z,SOL/USDT,31.327,31.341,31.288,31.292,1428.662,44730.967045,100
1624862700000,2021-06-28T06:45:00Z,SOL/USDT,31.333,31.337,31.312,31.329,249.693,7821.493148,48
1624862640000,2021-06-28T06:44:00Z,SOL/USDT,31.348,31.36,31.318,31.334,1098.568,34433.785863,65
1624862580000,2021-06-28T06:43:00Z,SOL/USDT,31.374,31.389,31.321,31.336,2634.839,82613.380048,123
1624862520000,2021-06-28T06:42:00Z,SOL/USDT,31.433,31.433,31.37,31.37,818.785,25715.994939,55
1624862460000,2021-06-28T06:41:00Z,SOL/USDT,31.373,31.435,31.373,31.422,1563.217,49089.483752,105
1624862400000,2021-06-28T06:40:00Z,SOL/USDT,31.384,31.385,31.37,31.385,310.879,9753.661708,39
1624862340000,2021-06-28T06:39:00Z,SOL/USDT,31.34,31.384,31.329,31.384,468.357,14687.958503,51
1624862280000,2021-06-28T06:38:00Z,SOL/USDT,31.406,31.406,31.329,31.329,2070.295,64938.747346,151
1624862220000,2021-06-28T06:37:00Z,SOL/USDT,31.427,31.441,31.4,31.401,312.666,9824.749211,33
1624862160000,2021-06-28T06:36:00Z,SOL/USDT,31.472,31.477,31.424,31.424,341.662,10747.58783,28
1624862100000,2021-06-28T06:35:00Z,SOL/USDT,31.479,31.498,31.465,31.465,1554.986,48954.537144,79
1624862040000,2021-06-28T06:34:00Z,SOL/USDT,31.487,31.495,31.447,31.472,3015.96,94891.346835,88
1624861980000,2021-06-28T06:33:00Z,SOL/USDT,31.439,31.494,31.439,31.485,2564.094,80683.258192,89
1624861920000,2021-06-28T06:32:00Z,SOL/USDT,31.449,31.45,31.389,31.436,1137.444,35744.789851,73
1624861860000,2021-06-28T06:31:00Z,SOL/USDT,31.406,31.442,31.385,31.439,929.812,29197.947289,72
1624861800000,2021-06-28T06:30:00Z,SOL/USDT,31.441,31.479,31.412,31.412,615.513,19353.335382,65
1624861740000,2021-06-28T06:29:00Z,SOL/USDT,31.411,31.459,31.402,31.43,1658.626,52132.994877,68
1624861680000,2021-06-28T06:28:00Z,SOL/USDT,31.437,31.449,31.385,31.411,2141.761,67269.517767,125
1624861620000,2021-06-28T06:27:00Z,SOL/USDT,31.438,31.468,31.429,31.445,1586.972,49910.98145,77
1624861560000,2021-06-28T06:26:00Z,SOL/USDT,31.438,31.47,31.426,31.442,811.363,25513.951229,55
1624861500000,2021-06-28T06:25:00Z,SOL/USDT,31.451,31.451,31.425,31.433,777.354,24439.210337,73
1624861440000,2021-06-28T06:24:00Z,SOL/USDT,31.486,31.509,31.451,31.452,832.288,26204.790535,86
1624861380000,2021-06-28T06:23:00Z,SOL/USDT,31.5,31.511,31.485,31.494,1138.881,35876.083247,52
1624861320000,2021-06-28T06:22:00Z,SOL/USDT,31.502,31.519,31.48,31.501,1416.842,44630.511054,64
1624861260000,2021-06-28T06:21:00Z,SOL/USDT,31.497,31.517,31.48,31.511,1174.713,36999.784419,77
1624861200000,2021-06-28T06:20:00Z,SOL/USDT,31.566,31.57,31.489,31.491,3822.046,120460.286216,118
1624861140000,2021-06-28T06:19:00Z,SOL/USDT,31.594,31.594,31.554,31.574,2051.844,64800.404397,80
1624861080000,2021-06-28T06:18:00Z,SOL/USDT,31.573,31.633,31.545,31.591,5266.957,166434.045498,319
1624861020000,2021-06-28T06:17:00Z,SOL/USDT,31.516,31.569,31.499,31.569,5164.597,162895.778951,143
1624860960000,2021-06-28T06:16:00Z,SOL/USDT,31.487,31.518,31.476,31.514,2189.671,68969.273706,76
1624860900000,2021-06-28T06:15:00Z,SOL/USDT,31.475,31.507,31.458,31.496,1803.126,56768.29596,73
1624860840000,2021-06-28T06:14:00Z,SOL/USDT,31.44,31.507,31.439,31.48,2741.085,86271.679189,97
1624860780000,2021-06-28T06:13:00Z,SOL/USDT,31.475,31.484,31.416,31.427,1726.673,54280.382429,92
1624860720000,2021-06-28T06:12:00Z,SOL/USDT,31.505,31.509,31.455,31.472,1247.689,39272.844493,47
1624860660000,2021-06-28T06:11:00Z,SOL/USDT,31.47,31.515,31.469,31.506,1158.506,36479.218176,51
1624860600000,2021-06-28T06:10:00Z,SOL/USDT,31.472,31.484,31.457,31.47,337.641,10625.766023,41
1624860540000,2021-06-28T06:09:00Z,SOL/USDT,31.491,31.516,31.472,31.473,2082.217,65583.517585,89
1624860480000,2021-06-28T06:08:00Z,SOL/USDT,31.48,31.496,31.475,31.479,748.085,23555.005027,45
1624860420000,2021-06-28T06:07:00Z,SOL/USDT,31.432,31.5,31.419,31.483,1831.687,57644.762625,70
1624860360000,2021-06-28T06:06:00Z,SOL/USDT,31.446,31.448,31.435,31.438,113.239,3560.424884,27
1624860300000,2021-06-28T06:05:00Z,SOL/USDT,31.415,31.472,31.415,31.448,258.533,8131.585542,27
1624860240000,2021-06-28T06:04:00Z,SOL/USDT,31.464,31.494,31.415,31.415,5438.496,171123.749378,114
1624860180000,2021-06-28T06:03:00Z,SOL/USDT,31.477,31.509,31.462,31.462,3052.64,96087.995939,80
1624860120000,2021-06-28T06:02:00Z,SOL/USDT,31.426,31.486,31.416,31.486,1323.878,41614.770914,56
1624860060000,2021-06-28T06:01:00Z,SOL/USDT,31.465,31.465,31.412,31.427,1210.358,38047.041884,81
1624860000000,2021-06-28T06:00:00Z,SOL/USDT,31.497,31.537,31.46,31.467,4067.16,128151.410453,116
1624859940000,2021-06-28T05:59:00Z,SOL/USDT,31.462,31.499,31.456,31.485,231.433,7285.41736,29
1624859880000,2021-06-28T05:58:00Z,SOL/USDT,31.532,31.552,31.45,31.461,2688.301,84671.949312,122
1624859820000,2021-06-28T05:57:00Z,SOL/USDT,31.472,31.53,31.47,31.52,5234.149,164908.714747,201
1624859760000,2021-06-28T05:56:00Z,SOL/USDT,31.476,31.5,31.45,31.468,1553.342,48903.949486,63
1624859700000,2021-06-28T05:55:00Z,SOL/USDT,31.405,31.485,31.404,31.473,801.982,25223.225464,61
1624859640000,2021-06-28T05:54:00Z,SOL/USDT,31.378,31.423,31.378,31.395,521.424,16373.08231,36
1624859580000,2021-06-28T05:53:00Z,SOL/USDT,31.388,31.417,31.362,31.365,968.667,30416.125928,72
1624859520000,2021-06-28T05:52:00Z,SOL/USDT,31.43,31.45,31.374,31.384,1467.438,46068.866505,65
1624859460000,2021-06-28T05:51:00Z,SOL/USDT,31.468,31.468,31.402,31.411,515.328,16200.303392,42
1624859400000,2021-06-28T05:50:00Z,SOL/USDT,31.435,31.499,31.423,31.47,1233.614,38819.061526,100
1624859340000,2021-06-28T05:49:00Z,SOL/USDT,31.377,31.444,31.369,31.44,498.607,15663.03714,60
1624859280000,2021-06-28T05:48:00Z,SOL/USDT,31.347,31.388,31.347,31.377,3198.717,100358.804323,63
1624859220000,2021-06-28T05:47:00Z,SOL/USDT,31.327,31.357,31.314,31.345,919.659,28817.716184,38
1624859160000,2021-06-28T05:46:00Z,SOL/USDT,31.309,31.35,31.302,31.35,184.807,5789.321807,27
1624859100000,2021-06-28T05:45:00Z,SOL/USDT,31.366,31.37,31.288,31.289,1953.544,61146.382323,60
1624859040000,2021-06-28T05:44:00Z,SOL/USDT,31.311,31.397,31.311,31.36,937.254,29395.360304,53
1624858980000,2021-06-28T05:43:00Z,SOL/USDT,31.313,31.341,31.3,31.312,590.405,18491.285394,46
1624858920000,2021-06-28T05:42:00Z,SOL/USDT,31.361,31.361,31.313,31.319,258.994,8116.758181,21
1624858860000,2021-06-28T05:41:00Z,SOL/USDT,31.298,31.362,31.298,31.359,849.374,26603.389254,43
1624858800000,2021-06-28T05:40:00Z,SOL/USDT,31.339,31.339,31.258,31.299,921.976,28852.915354,64
1624858740000,2021-06-28T05:39:00Z,SOL/USDT,31.272,31.357,31.258,31.329,906.856,28390.197444,60
1624858680000,2021-06-28T05:38:00Z,SOL/USDT,31.308,31.311,31.25,31.276,836.037,26152.444605,78
1624858620000,2021-06-28T05:37:00Z,SOL/USDT,31.315,31.324,31.274,31.309,480.44,15039.733992,57
1624858560000,2021-06-28T05:36:00Z,SOL/USDT,31.373,31.373,31.294,31.315,614.672,19255.166484,95
1624858500000,2021-06-28T05:35:00Z,SOL/USDT,31.372,31.42,31.369,31.369,718.916,22563.863789,53
1624858440000,2021-06-28T05:34:00Z,SOL/USDT,31.418,31.436,31.37,31.37,1407.416,44200.829569,51
1624858380000,2021-06-28T05:33:00Z,SOL/USDT,31.436,31.44,31.392,31.411,491.53,15442.742984,41
1624858320000,2021-06-28T05:32:00Z,SOL/USDT,31.455,31.466,31.437,31.438,398.348,12528.826366,38
1624858260000,2021-06-28T05:31:00Z,SOL/USDT,31.47,31.493,31.419,31.453,4194.887,131902.816688,99
1624858200000,2021-06-28T05:30:00Z,SOL/USDT,31.415,31.497,31.415,31.482,1117.974,35180.458371,85
1624858140000,2021-06-28T05:29:00Z,SOL/USDT,31.433,31.433,31.384,31.41,226.107,7099.336446,21
1624858080000,2021-06-28T05:28:00Z,SOL/USDT,31.438,31.456,31.403,31.434,1758.568,55267.833313,74
1624858020000,2021-06-28T05:27:00Z,SOL/USDT,31.452,31.455,31.407,31.446,1680.213,52798.880672,59
1624857960000,2021-06-28T05:26:00Z,SOL/USDT,31.415,31.478,31.414,31.446,2751.122,86497.658506,69
1624857900000,2021-06-28T05:25:00Z,SOL/USDT,31.467,31.478,31.422,31.422,1279.157,40230.624241,49
1624857840000,2021-06-28T05:24:00Z,SOL/USDT,31.395,31.478,31.395,31.469,1743.821,54837.964483,107
1624857780000,2021-06-28T05:23:00Z,SOL/USDT,31.322,31.413,31.316,31.389,628.977,19729.054448,66
1624857720000,2021-06-28T05:22:00Z,SOL/USDT,31.331,31.34,31.306,31.312,681.363,21333.218678,34
1624857660000,2021-06-28T05:21:00Z,SOL/USDT,31.331,31.331,31.301,31.309,255.646,8004.792411,44
1624857600000,2021-06-28T05:20:00Z,SOL/USDT,31.363,31.366,31.303,31.34,1346.227,42178.621856,102
1624857540000,2021-06-28T05:19:00Z,SOL/USDT,31.426,31.429,31.366,31.366,782.262,24563.733535,60
1624857480000,2021-06-28T05:18:00Z,SOL/USDT,31.404,31.445,31.404,31.43,1694.129,53246.126917,55
1624857420000,2021-06-28T05:17:00Z,SOL/USDT,31.429,31.438,31.394,31.405,1074.09,33745.140989,78
1624857360000,2021-06-28T05:16:00Z,SOL/USDT,31.442,31.45,31.418,31.428,403.769,12690.987707,26
1624857300000,2021-06-28T05:15:00Z,SOL/USDT,31.394,31.45,31.39,31.445,2409.775,75750.970401,130
1624857240000,2021-06-28T05:14:00Z,SOL/USDT,31.372,31.406,31.352,31.391,450.845,14144.842179,46
1624857180000,2021-06-28T05:13:00Z,SOL/USDT,31.385,31.405,31.369,31.378,1529.676,48002.465657,82
1624857120000,2021-06-28T05:12:00Z,SOL/USDT,31.323,31.385,31.306,31.383,826.373,25893.597832,91
1624857060000,2021-06-28T05:11:00Z,SOL/USDT,31.309,31.341,31.3,31.329,580.056,18166.751238,41
1624857000000,2021-06-28T05:10:00Z,SOL/USDT,31.308,31.33,31.304,31.32,842.449,26379.81538,32
1624856940000,2021-06-28T05:09:00Z,SOL/USDT,31.284,31.31,31.272,31.302,3453.415,108088.469693,83
1624856880000,2021-06-28T05:08:00Z,SOL/USDT,31.279,31.294,31.26,31.284,606.578,18968.143493,50
1624856820000,2021-06-28T05:07:00Z,SOL/USDT,31.263,31.295,31.263,31.279,586.062,18327.550782,39
1624856760000,2021-06-28T05:06:00Z,SOL/USDT,31.289,31.299,31.26,31.28,1689.098,52859.067562,71
1624856700000,2021-06-28T05:05:00Z,SOL/USDT,31.276,31.299,31.269,31.292,160.202,5012.284961,24
1624856640000,2021-06-28T05:04:00Z,SOL/USDT,31.278,31.288,31.245,31.282,1190.488,37220.47383,78
1624856580000,2021-06-28T05:03:00Z,SOL/USDT,31.268,31.287,31.256,31.276,464.273,14518.30888,37
1624856520000,2021-06-28T05:02:00Z,SOL/USDT,31.293,31.295,31.254,31.271,336.949,10539.506867,24
1624856460000,2021-06-28T05:01:00Z,SOL/USDT,31.279,31.316,31.267,31.298,4516.351,141313.286761,123
1624856400000,2021-06-28T05:00:00Z,SOL/USDT,31.332,31.333,31.275,31.275,590.003,18471.337234,48
1624856340000,2021-06-28T04:59:00Z,SOL/USDT,31.14,31.351,31.133,31.307,31168.154,973723.369813,646
1624856280000,2021-06-28T04:58:00Z,SOL/USDT,31.121,31.15,31.11,31.133,633.44,19724.641036,42
1624856220000,2021-06-28T04:57:00Z,SOL/USDT,31.154,31.156,31.121,31.127,2473.29,77006.260473,69
1624856160000,2021-06-28T04:56:00Z,SOL/USDT,31.156,31.156,31.136,31.151,1556.994,48490.823622,51
1624856100000,2021-06-28T04:55:00Z,SOL/USDT,31.151,31.179,31.136,31.156,283.704,8840.630811,33
1624856040000,2021-06-28T04:54:00Z,SOL/USDT,31.21,31.21,31.151,31.165,388.898,12122.451516,37
1624855980000,2021-06-28T04:53:00Z,SOL/USDT,31.189,31.241,31.189,31.209,803.63,25088.076322,53
1624855920000,2021-06-28T04:52:00Z,SOL/USDT,31.146,31.206,31.126,31.2,5954.294,185658.231849,103
1624855860000,2021-06-28T04:51:00Z,SOL/USDT,31.113,31.174,31.11,31.14,944.473,29418.533913,98
1624855800000,2021-06-28T04:50:00Z,SOL/USDT,31.178,31.193,31.094,31.118,9365.089,291446.884099,434
1624855740000,2021-06-28T04:49:00Z,SOL/USDT,31.123,31.179,31.073,31.179,3764.149,117066.021809,248
1624855680000,2021-06-28T04:48:00Z,SOL/USDT,31.254,31.255,31.121,31.124,8894.024,277177.77584,372
1624855620000,2021-06-28T04:47:00Z,SOL/USDT,31.274,31.276,31.149,31.252,24948.554,777884.819951,778
1624855560000,2021-06-28T04:46:00Z,SOL/USDT,31.28,31.28,31.216,31.273,509.241,15911.877915,56
1624855500000,2021-06-28T04:45:00Z,SOL/USDT,31.234,31.289,31.234,31.274,800.857,25035.488333,52
1624855440000,2021-06-28T04:44:00Z,SOL/USDT,31.226,31.255,31.216,31.234,709.707,22164.92881,56
1624855380000,2021-06-28T04:43:00Z,SOL/USDT,31.207,31.232,31.182,31.222,1794.523,55984.321569,73
1624855320000,2021-06-28T04:42:00Z,SOL/USDT,31.222,31.247,31.203,31.217,259.563,8105.387008,27
1624855260000,2021-06-28T04:41:00Z,SOL/USDT,31.223,31.235,31.18,31.21,699.257,21824.769133,43
1624855200000,2021-06-28T04:40:00Z,SOL/USDT,31.161,31.247,31.151,31.232,1229.59,38353.82268,66
1624855140000,2021-06-28T04:39:00Z,SOL/USDT,31.176,31.214,31.15,31.16,2666.769,83120.210127,111
1624855080000,2021-06-28T04:38:00Z,SOL/USDT,31.237,31.243,31.17,31.187,1079.797,33680.460194,112
1624855020000,2021-06-28T04:37:00Z,SOL/USDT,31.247,31.286,31.233,31.244,885.592,27686.011917,51
1624854960000,2021-06-28T04:36:00Z,SOL/USDT,31.316,31.316,31.25,31.257,491.991,15391.995652,47
1624854900000,2021-06-28T04:35:00Z,SOL/USDT,31.31,31.347,31.304,31.316,743.432,23293.329346,44
1624854840000,2021-06-28T04:34:00Z,SOL/USDT,31.34,31.37,31.3,31.3,1024.882,32112.952527,54
1624854780000,2021-06-28T04:33:00Z,SOL/USDT,31.323,31.358,31.307,31.327,441.277,13823.342928,41
1624854720000,2021-06-28T04:32:00Z,SOL/USDT,31.218,31.351,31.218,31.325,2120.098,66383.23971,100
1624854660000,2021-06-28T04:31:00Z,SOL/USDT,31.223,31.249,31.207,31.224,1499.495,46818.829244,87
1624854600000,2021-06-28T04:30:00Z,SOL/USDT,31.254,31.277,31.209,31.222,1476.898,46148.489373,93
1624854540000,2021-06-28T04:29:00Z,SOL/USDT,31.236,31.253,31.215,31.24,864.406,27000.553278,90
1624854480000,2021-06-28T04:28:00Z,SOL/USDT,31.276,31.283,31.236,31.238,846.121,26444.87695,106
1624854420000,2021-06-28T04:27:00Z,SOL/USDT,31.265,31.299,31.26,31.277,517.547,16187.443193,38
1624854360000,2021-06-28T04:26:00Z,SOL/USDT,31.271,31.287,31.26,31.265,1335.904,41771.588237,74
1624854300000,2021-06-28T04:25:00Z,SOL/USDT,31.296,31.3,31.267,31.285,833.515,26077.99825,72
1624854240000,2021-06-28T04:24:00Z,SOL/USDT,31.363,31.372,31.291,31.295,2209.828,69211.083978,187
1624854180000,2021-06-28T04:23:00Z,SOL/USDT,31.412,31.462,31.36,31.373,4801.704,150796.445242,241
1624854120000,2021-06-28T04:22:00Z,SOL/USDT,31.403,31.411,31.4,31.408,668.357,20988.568704,35
1624854060000,2021-06-28T04:21:00Z,SOL/USDT,31.421,31.439,31.4,31.404,799.56,25116.424852,56
1624854000000,2021-06-28T04:20:00Z,SOL/USDT,31.446,31.446,31.408,31.421,442.862,13916.881658,35
1624853940000,2021-06-28T04:19:00Z,SOL/USDT,31.43,31.468,31.43,31.452,688.133,21648.907377,36
1624853880000,2021-06-28T04:18:00Z,SOL/USDT,31.432,31.438,31.407,31.408,190.442,5984.329204,41
1624853820000,2021-06-28T04:17:00Z,SOL/USDT,31.417,31.452,31.41,31.446,697.974,21939.023356,37
1624853760000,2021-06-28T04:16:00Z,SOL/USDT,31.423,31.431,31.4,31.418,6430.718,201934.199083,50
1624853700000,2021-06-28T04:15:00Z,SOL/USDT,31.441,31.443,31.414,31.42,179.072,5629.294187,23
1624853640000,2021-06-28T04:14:00Z,SOL/USDT,31.43,31.441,31.401,31.405,683.529,21473.707139,49
1624853580000,2021-06-28T04:13:00Z,SOL/USDT,31.439,31.444,31.4,31.42,1343.742,42212.232387,76
1624853520000,2021-06-28T04:12:00Z,SOL/USDT,31.475,31.479,31.44,31.44,1442.118,45360.860585,75
1624853460000,2021-06-28T04:11:00Z,SOL/USDT,31.55,31.569,31.475,31.476,3516.934,110870.869493,102
1624853400000,2021-06-28T04:10:00Z,SOL/USDT,31.492,31.552,31.486,31.542,698.23,22008.644046,49
1624853340000,2021-06-28T04:09:00Z,SOL/USDT,31.485,31.493,31.467,31.493,512.016,16116.368056,27
1624853280000,2021-06-28T04:08:00Z,SOL/USDT,31.531,31.546,31.485,31.485,1714.428,54007.986317,81
1624853220000,2021-06-28T04:07:00Z,SOL/USDT,31.544,31.553,31.517,31.517,1915.445,60395.741611,54
1624853160000,2021-06-28T04:06:00Z,SOL/USDT,31.52,31.555,31.51,31.531,1346.824,42478.183381,55
1624853100000,2021-06-28T04:05:00Z,SOL/USDT,31.453,31.535,31.429,31.513,3266.341,102813.57664,98
1624853040000,2021-06-28T04:04:00Z,SOL/USDT,31.465,31.501,31.463,31.463,2085.528,65631.060888000007,83
1624852980000,2021-06-28T04:03:00Z,SOL/USDT,31.475,31.483,31.43,31.463,1421.55,44712.706205,76
1624852920000,2021-06-28T04:02:00Z,SOL/USDT,31.499,31.529,31.475,31.475,5036.567,158649.562379,134
1624852860000,2021-06-28T04:01:00Z,SOL/USDT,31.404,31.499,31.4,31.499,2368.526,74430.585694,93
1624852800000,2021-06-28T04:00:00Z,SOL/USDT,31.44,31.453,31.4,31.401,1838.393,57748.279285,92
1624852740000,2021-06-28T03:59:00Z,SOL/USDT,31.433,31.456,31.408,31.44,913.883,28724.645298,70
1624852680000,2021-06-28T03:58:00Z,SOL/USDT,31.456,31.456,31.425,31.432,895.02,28144.351758,55
1624852620000,2021-06-28T03:57:00Z,SOL/USDT,31.485,31.493,31.44,31.467,1471.151,46276.842052,107
1624852560000,2021-06-28T03:56:00Z,SOL/USDT,31.542,31.542,31.464,31.486,8396.773,264696.045334,177
1624852500000,2021-06-28T03:55:00Z,SOL/USDT,31.539,31.585,31.521,31.553,709.058,22374.067533,51
1624852440000,2021-06-28T03:54:00Z,SOL/USDT,31.505,31.561,31.5,31.561,685.966,21620.842744,60
1624852380000,2021-06-28T03:53:00Z,SOL/USDT,31.584,31.584,31.493,31.523,2133.17,67285.742327,144
1624852320000,2021-06-28T03:52:00Z,SOL/USDT,31.6,31.6,31.58,31.584,1563.012,49364.216337,69
1624852260000,2021-06-28T03:51:00Z,SOL/USDT,31.618,31.625,31.56,31.606,3712.779,117328.318834,158
1624852200000,2021-06-28T03:50:00Z,SOL/USDT,31.606,31.62,31.58,31.612,4205.619,132881.978553,177
1624852140000,2021-06-28T03:49:00Z,SOL/USDT,31.555,31.606,31.547,31.602,2769.142,87472.072928,241
1624852080000,2021-06-28T03:48:00Z,SOL/USDT,31.476,31.555,31.47,31.555,2686.906,84659.296158,123
1624852020000,2021-06-28T03:47:00Z,SOL/USDT,31.456,31.509,31.45,31.483,715.612,22528.149409,47
1624851960000,2021-06-28T03:46:00Z,SOL/USDT,31.529,31.529,31.455,31.468,2545.901,80181.812925,72
1624851900000,2021-06-28T03:45:00Z,SOL/USDT,31.498,31.54,31.488,31.54,575.773,18141.1126,56
1624851840000,2021-06-28T03:44:00Z,SOL/USDT,31.497,31.516,31.44,31.461,1318.86,41518.662689,83
1624851780000,2021-06-28T03:43:00Z,SOL/USDT,31.481,31.522,31.48,31.504,1925.12,60645.427661,99
1624851720000,2021-06-28T03:42:00Z,SOL/USDT,31.411,31.485,31.411,31.473,1240.938,39039.833573,80
1624851660000,2021-06-28T03:41:00Z,SOL/USDT,31.431,31.44,31.376,31.388,906.678,28479.554256,46
1624851600000,2021-06-28T03:40:00Z,SOL/USDT,31.369,31.442,31.369,31.442,1403.732,44064.808696,72
1624851540000,2021-06-28T03:39:00Z,SOL/USDT,31.361,31.39,31.349,31.378,1451.268,45525.280675,86
1624851480000,2021-06-28T03:38:00Z,SOL/USDT,31.376,31.385,31.347,31.356,435.665,13662.438446,32
1624851420000,2021-06-28T03:37:00Z,SOL/USDT,31.328,31.378,31.305,31.357,2804.994,87902.028288,146
1624851360000,2021-06-28T03:36:00Z,SOL/USDT,31.434,31.434,31.33,31.342,1235.554,38769.211126,74
1624851300000,2021-06-28T03:35:00Z,SOL/USDT,31.423,31.485,31.422,31.431,702.606,22100.78534,57
1624851240000,2021-06-28T03:34:00Z,SOL/USDT,31.48,31.48,31.42,31.42,1007.164,31678.107283,55
1624851180000,2021-06-28T03:33:00Z,SOL/USDT,31.474,31.522,31.45,31.5,1828.729,57603.241703,130
1624851120000,2021-06-28T03:32:00Z,SOL/USDT,31.451,31.484,31.444,31.477,1858.53,58483.917673,119
1624851060000,2021-06-28T03:31:00Z,SOL/USDT,31.448,31.46,31.388,31.45,1079.353,33921.504982,93
1624851000000,2021-06-28T03:30:00Z,SOL/USDT,31.39,31.452,31.34,31.45,1382.249,43412.96074,111
1624850940000,2021-06-28T03:29:00Z,SOL/USDT,31.35,31.4,31.336,31.38,467.091,14653.85375,75
1624850880000,2021-06-28T03:28:00Z,SOL/USDT,31.31,31.354,31.278,31.342,333.3,10437.063717000001,45
1624850820000,2021-06-28T03:27:00Z,SOL/USDT,31.261,31.332,31.261,31.332,157.297,4922.769189,29
1624850760000,2021-06-28T03:26:00Z,SOL/USDT,31.264,31.31,31.251,31.271,1126.114,35219.612564,42
1624850700000,2021-06-28T03:25:00Z,SOL/USDT,31.258,31.29,31.231,31.248,1737.208,54294.824504,91
1624850640000,2021-06-28T03:24:00Z,SOL/USDT,31.34,31.34,31.21,31.273,2060.673,64421.25462,225
1624850580000,2021-06-28T03:23:00Z,SOL/USDT,31.422,31.422,31.313,31.343,2530.5,79351.403134,164
1624850520000,2021-06-28T03:22:00Z,SOL/USDT,31.498,31.508,31.416,31.426,2904.047,91381.245854,154
1624850460000,2021-06-28T03:21:00Z,SOL/USDT,31.472,31.562,31.46,31.496,7519.093,236956.226133,328
1624850400000,2021-06-28T03:20:00Z,SOL/USDT,31.419,31.475,31.389,31.457,2530.371,79513.963088,125
1624850340000,2021-06-28T03:19:00Z,SOL/USDT,31.389,31.428,31.384,31.419,2508.174,78768.268356,134
1624850280000,2021-06-28T03:18:00Z,SOL/USDT,31.359,31.397,31.359,31.38,770.361,24173.814266,57
1624850220000,2021-06-28T03:17:00Z,SOL/USDT,31.306,31.358,31.306,31.356,357.665,11208.116519,37
1624850160000,2021-06-28T03:16:00Z,SOL/USDT,31.273,31.308,31.265,31.297,1437.9,44981.537863,78
1624850100000,2021-06-28T03:15:00Z,SOL/USDT,31.375,31.375,31.271,31.289,1390.986,43571.42581,97
1624850040000,2021-06-28T03:14:00Z,SOL/USDT,31.396,31.414,31.366,31.371,566.559,17781.526273,32
1624849980000,2021-06-28T03:13:00Z,SOL/USDT,31.369,31.423,31.369,31.398,552.55,17346.725367,55
1624849920000,2021-06-28T03:12:00Z,SOL/USDT,31.369,31.406,31.355,31.366,728.841,22870.063902,52
1624849860000,2021-06-28T03:11:00Z,SOL/USDT,31.396,31.41,31.368,31.368,1391.904,43698.311078,55
1624849800000,2021-06-28T03:10:00Z,SOL/USDT,31.36,31.391,31.343,31.368,1125.585,35313.669187,50
1624849740000,2021-06-28T03:09:00Z,SOL/USDT,31.394,31.444,31.366,31.366,1916.477,60206.299744,120
1624849680000,2021-06-28T03:08:00Z,SOL/USDT,31.356,31.399,31.356,31.395,279.907,8785.388888,23
1624849620000,2021-06-28T03:07:00Z,SOL/USDT,31.399,31.399,31.343,31.355,5034.456,157905.692375,119
1624849560000,2021-06-28T03:06:00Z,SOL/USDT,31.344,31.406,31.344,31.392,1889.027,59290.312802,124
1624849500000,2021-06-28T03:05:00Z,SOL/USDT,31.3,31.353,31.292,31.343,590.066,18489.020554,55
1624849440000,2021-06-28T03:04:00Z,SOL/USDT,31.281,31.339,31.261,31.293,2647.709,82895.161811,104
1624849380000,2021-06-28T03:03:00Z,SOL/USDT,31.294,31.294,31.233,31.281,714.644,22342.960379,94
1624849320000,2021-06-28T03:02:00Z,SOL/USDT,31.342,31.342,31.28,31.298,721.913,22602.055526,44
1624849260000,2021-06-28T03:01:00Z,SOL/USDT,31.29,31.361,31.286,31.347,954.834,29921.327386,70
1624849200000,2021-06-28T03:00:00Z,SOL/USDT,31.228,31.296,31.228,31.279,760.095,23772.510555,65
1624849140000,2021-06-28T02:59:00Z,SOL/USDT,31.169,31.241,31.169,31.212,962.372,30038.161521000002,53
1624849080000,2021-06-28T02:58:00Z,SOL/USDT,31.2,31.2,31.15,31.17,1085.167,33819.47291,96
1624849020000,2021-06-28T02:57:00Z,SOL/USDT,31.273,31.273,31.19,31.197,1669.141,52106.225878,105
1624848960000,2021-06-28T02:56:00Z,SOL/USDT,31.291,31.323,31.264,31.274,865.158,27070.456637,48
1624848900000,2021-06-28T02:55:00Z,SOL/USDT,31.32,31.348,31.29,31.29,443.351,13880.469435,48
1624848840000,2021-06-28T02:54:00Z,SOL/USDT,31.264,31.328,31.253,31.31,474.176,14839.517982,41
1624848780000,2021-06-28T02:53:00Z,SOL/USDT,31.254,31.278,31.246,31.26,468.299,14637.422143,38
1624848720000,2021-06-28T02:52:00Z,SOL/USDT,31.25,31.288,31.241,31.252,168.414,5264.30899,23
1624848660000,2021-06-28T02:51:00Z,SOL/USDT,31.222,31.299,31.222,31.249,2179.037,68096.72734,85
