unix,date,symbol,open,high,low,close,Volume UNI,Volume USDT,tradecount
1624871040000,2021-06-28T09:04:00Z,UNI/USDT,17.582,17.582,17.529,17.543,1867.303,32769.861941,135
1624870980000,2021-06-28T09:03:00Z,UNI/USDT,17.622,17.635,17.58,17.58,1268.202,22308.474006,79
1624870920000,2021-06-28T09:02:00Z,UNI/USDT,17.67,17.671,17.612,17.616,1334.817,23535.530753,65
1624870860000,2021-06-28T09:01:00Z,UNI/USDT,17.671,17.703,17.657,17.67,1937.063,34243.559941,71
1624870800000,2021-06-28T09:00:00Z,UNI/USDT,17.685,17.693,17.669,17.673,663.038,11722.318963,80
1624870740000,2021-06-28T08:59:00Z,UNI/USDT,17.7,17.703,17.681,17.685,392.664,6950.264652,24
1624870680000,2021-06-28T08:58:00Z,UNI/USDT,17.7,17.703,17.674,17.702,2822.631,49912.915411,77
1624870620000,2021-06-28T08:57:00Z,UNI/USDT,17.702,17.719,17.695,17.7,1612.756,28557.774827,85
1624870560000,2021-06-28T08:56:00Z,UNI/USDT,17.707,17.707,17.683,17.704,518.445,9174.328051,37
1624870500000,2021-06-28T08:55:00Z,UNI/USDT,17.701,17.721,17.698,17.706,1132.824,20059.995489,88
1624870440000,2021-06-28T08:54:00Z,UNI/USDT,17.669,17.709,17.661,17.701,2534.215,44807.616615,145
1624870380000,2021-06-28T08:53:00Z,UNI/USDT,17.651,17.673,17.651,17.668,582.824,10295.549573,61
1624870320000,2021-06-28T08:52:00Z,UNI/USDT,17.653,17.658,17.647,17.65,45.118,796.424844,20
1624870260000,2021-06-28T08:51:00Z,UNI/USDT,17.663,17.663,17.644,17.653,408.439,7211.947796,45
1624870200000,2021-06-28T08:50:00Z,UNI/USDT,17.655,17.667,17.649,17.663,301.983,5332.747681,58
1624870140000,2021-06-28T08:49:00Z,UNI/USDT,17.626,17.669,17.625,17.653,500.957,8841.418159,51
1624870080000,2021-06-28T08:48:00Z,UNI/USDT,17.585,17.628,17.585,17.614,896.421,15784.444237,50
1624870020000,2021-06-28T08:47:00Z,UNI/USDT,17.609,17.609,17.572,17.581,526.224,9257.541166,51
1624869960000,2021-06-28T08:46:00Z,UNI/USDT,17.603,17.618,17.602,17.61,1080.43,19023.739636,44
1624869900000,2021-06-28T08:45:00Z,UNI/USDT,17.62,17.629,17.6,17.602,564.364,9939.622848,61
1624869840000,2021-06-28T08:44:00Z,UNI/USDT,17.616,17.623,17.604,17.621,472.252,8317.712792,76
1624869780000,2021-06-28T08:43:00Z,UNI/USDT,17.605,17.627,17.586,17.617,5806.594,102194.853048,147
1624869720000,2021-06-28T08:42:00Z,UNI/USDT,17.543,17.609,17.541,17.595,5517.047,96897.444131,162
1624869660000,2021-06-28T08:41:00Z,UNI/USDT,17.547,17.547,17.535,17.546,1556.32,27304.886753,58
1624869600000,2021-06-28T08:40:00Z,UNI/USDT,17.54,17.547,17.54,17.547,2450.742,43002.489122,87
1624869540000,2021-06-28T08:39:00Z,UNI/USDT,17.567,17.567,17.534,17.537,3758.901,65955.481112,161
1624869480000,2021-06-28T08:38:00Z,UNI/USDT,17.562,17.569,17.553,17.566,1252.269,21994.455727,57
1624869420000,2021-06-28T08:37:00Z,UNI/USDT,17.553,17.576,17.553,17.563,620.512,10901.682924,51
1624869360000,2021-06-28T08:36:00Z,UNI/USDT,17.554,17.559,17.546,17.553,249.3,4375.754454,53
1624869300000,2021-06-28T08:35:00Z,UNI/USDT,17.579,17.58,17.547,17.554,4923.033,86417.699956,157
1624869240000,2021-06-28T08:34:00Z,UNI/USDT,17.563,17.584,17.555,17.579,276.592,4860.417672,40
1624869180000,2021-06-28T08:33:00Z,UNI/USDT,17.58,17.586,17.555,17.568,435.796,7657.865939,57
1624869120000,2021-06-28T08:32:00Z,UNI/USDT,17.584,17.594,17.562,17.577,238.451,4192.695632,48
1624869060000,2021-06-28T08:31:00Z,UNI/USDT,17.59,17.595,17.57,17.587,339.918,5975.750672,76
1624869000000,2021-06-28T08:30:00Z,UNI/USDT,17.594,17.622,17.589,17.594,719.79,12668.553421,72
1624868940000,2021-06-28T08:29:00Z,UNI/USDT,17.639,17.639,17.589,17.594,1594.287,28068.627886,136
1624868880000,2021-06-28T08:28:00Z,UNI/USDT,17.622,17.632,17.615,17.63,922.695,16261.173391,52
1624868820000,2021-06-28T08:27:00Z,UNI/USDT,17.653,17.653,17.607,17.617,3053.513,53791.028362,124
1624868760000,2021-06-28T08:26:00Z,UNI/USDT,17.664,17.665,17.618,17.654,1334.568,23540.473102,135
1624868700000,2021-06-28T08:25:00Z,UNI/USDT,17.673,17.681,17.655,17.669,1419.76,25088.972417,75
1624868640000,2021-06-28T08:24:00Z,UNI/USDT,17.671,17.671,17.644,17.67,586.31,10352.315745,63
1624868580000,2021-06-28T08:23:00Z,UNI/USDT,17.671,17.682,17.627,17.672,2111.154,37287.45524,192
1624868520000,2021-06-28T08:22:00Z,UNI/USDT,17.688,17.706,17.661,17.672,1231.883,21783.853009,153
1624868460000,2021-06-28T08:21:00Z,UNI/USDT,17.72,17.726,17.677,17.687,661.554,11706.084887,94
1624868400000,2021-06-28T08:20:00Z,UNI/USDT,17.698,17.758,17.698,17.723,1962.708,34785.99996,171
1624868340000,2021-06-28T08:19:00Z,UNI/USDT,17.781,17.787,17.663,17.688,4278.648,75933.402984,263
1624868280000,2021-06-28T08:18:00Z,UNI/USDT,17.751,17.793,17.751,17.775,2125.918,37776.287803,215
1624868220000,2021-06-28T08:17:00Z,UNI/USDT,17.802,17.823,17.742,17.756,5250.854,93404.703423,641
1624868160000,2021-06-28T08:16:00Z,UNI/USDT,17.748,17.804,17.731,17.8,17987.726,319955.659524,665
1624868100000,2021-06-28T08:15:00Z,UNI/USDT,17.657,17.748,17.657,17.748,4972.212,88073.262911,448
1624868040000,2021-06-28T08:14:00Z,UNI/USDT,17.605,17.674,17.603,17.657,2050.78,36168.662514,111
1624867980000,2021-06-28T08:13:00Z,UNI/USDT,17.595,17.606,17.595,17.606,184.18,3241.669778,21
1624867920000,2021-06-28T08:12:00Z,UNI/USDT,17.59,17.603,17.59,17.596,803.924,14150.713417,53
1624867860000,2021-06-28T08:11:00Z,UNI/USDT,17.588,17.598,17.586,17.591,416.257,7323.466408,30
1624867800000,2021-06-28T08:10:00Z,UNI/USDT,17.593,17.593,17.571,17.586,659.609,11596.712035,30
1624867740000,2021-06-28T08:09:00Z,UNI/USDT,17.601,17.602,17.589,17.589,287.586,5061.019118,38
1624867680000,2021-06-28T08:08:00Z,UNI/USDT,17.606,17.607,17.581,17.601,2781.615,48941.066208,82
1624867620000,2021-06-28T08:07:00Z,UNI/USDT,17.596,17.615,17.584,17.608,1344.145,23665.535773,88
1624867560000,2021-06-28T08:06:00Z,UNI/USDT,17.595,17.596,17.581,17.584,211.261,3715.975222,33
1624867500000,2021-06-28T08:05:00Z,UNI/USDT,17.558,17.598,17.542,17.595,1022.045,17959.428332,89
1624867440000,2021-06-28T08:04:00Z,UNI/USDT,17.547,17.561,17.537,17.553,1141.866,20040.113756,59
1624867380000,2021-06-28T08:03:00Z,UNI/USDT,17.52,17.545,17.509,17.543,247.873,4344.475093,28
1624867320000,2021-06-28T08:02:00Z,UNI/USDT,17.579,17.581,17.487,17.507,3896.844,68238.825144,215
1624867260000,2021-06-28T08:01:00Z,UNI/USDT,17.61,17.616,17.529,17.57,3128.687,54933.903904,160
1624867200000,2021-06-28T08:00:00Z,UNI/USDT,17.631,17.639,17.6,17.6,1779.489,31364.711127,86
1624867140000,2021-06-28T07:59:00Z,UNI/USDT,17.605,17.636,17.601,17.631,2380.196,41939.035205,61
1624867080000,2021-06-28T07:58:00Z,UNI/USDT,17.576,17.605,17.571,17.602,1327.148,23340.153686,84
1624867020000,2021-06-28T07:57:00Z,UNI/USDT,17.599,17.599,17.564,17.576,1591.74,27976.814377,75
1624866960000,2021-06-28T07:56:00Z,UNI/USDT,17.588,17.61,17.582,17.599,1674.317,29458.554498,69
1624866900000,2021-06-28T07:55:00Z,UNI/USDT,17.565,17.592,17.555,17.592,1717.945,30189.777073,80
1624866840000,2021-06-28T07:54:00Z,UNI/USDT,17.56,17.58,17.551,17.565,873.898,15349.242928,67
1624866780000,2021-06-28T07:53:00Z,UNI/USDT,17.585,17.589,17.551,17.558,198.428,3485.851636,31
1624866720000,2021-06-28T07:52:00Z,UNI/USDT,17.603,17.604,17.561,17.593,1385.265,24353.255303,115
1624866660000,2021-06-28T07:51:00Z,UNI/USDT,17.626,17.634,17.6,17.601,2531.717,44565.827836,79
1624866600000,2021-06-28T07:50:00Z,UNI/USDT,17.661,17.666,17.614,17.627,4144.642,73113.96125,158
1624866540000,2021-06-28T07:49:00Z,UNI/USDT,17.636,17.685,17.636,17.665,1683.092,29734.778673,123
1624866480000,2021-06-28T07:48:00Z,UNI/USDT,17.617,17.648,17.6,17.637,1556.648,27434.113037,162
1624866420000,2021-06-28T07:47:00Z,UNI/USDT,17.649,17.664,17.576,17.614,5183.169,91314.553494,770
1624866360000,2021-06-28T07:46:00Z,UNI/USDT,17.63,17.686,17.625,17.649,10655.037,188154.919649,423
1624866300000,2021-06-28T07:45:00Z,UNI/USDT,17.579,17.635,17.579,17.63,6850.373,120632.430915,322
1624866240000,2021-06-28T07:44:00Z,UNI/USDT,17.55,17.585,17.528,17.579,4500.373,79038.699429,221
1624866180000,2021-06-28T07:43:00Z,UNI/USDT,17.484,17.574,17.475,17.563,14906.353,261264.675475,500
1624866120000,2021-06-28T07:42:00Z,UNI/USDT,17.483,17.497,17.475,17.484,530.287,9274.215545,77
1624866060000,2021-06-28T07:41:00Z,UNI/USDT,17.44,17.489,17.438,17.486,2127.613,37146.932904,128
1624866000000,2021-06-28T07:40:00Z,UNI/USDT,17.438,17.452,17.422,17.438,2450.21,42715.18297,83
1624865940000,2021-06-28T07:39:00Z,UNI/USDT,17.448,17.452,17.433,17.442,398.377,6948.97693,35
1624865880000,2021-06-28T07:38:00Z,UNI/USDT,17.437,17.453,17.428,17.445,941.116,16412.407474,44
1624865820000,2021-06-28T07:37:00Z,UNI/USDT,17.404,17.441,17.404,17.441,644.675,11231.235906,29
1624865760000,2021-06-28T07:36:00Z,UNI/USDT,17.402,17.421,17.402,17.405,1034.61,18016.330584,51
1624865700000,2021-06-28T07:35:00Z,UNI/USDT,17.44,17.44,17.403,17.403,1001.653,17454.488976,57
1624865640000,2021-06-28T07:34:00Z,UNI/USDT,17.448,17.455,17.425,17.441,1040.259,18138.337548,63
1624865580000,2021-06-28T07:33:00Z,UNI/USDT,17.439,17.456,17.424,17.447,502.923,8771.105757,65
1624865520000,2021-06-28T07:32:00Z,UNI/USDT,17.414,17.439,17.406,17.439,2458.203,42840.115499,86
1624865460000,2021-06-28T07:31:00Z,UNI/USDT,17.376,17.437,17.37,17.416,2717.809,47329.844218,100
1624865400000,2021-06-28T07:30:00Z,UNI/USDT,17.372,17.385,17.367,17.381,955.323,16600.644273,41
1624865340000,2021-06-28T07:29:00Z,UNI/USDT,17.363,17.374,17.357,17.371,979.627,17013.631191,30
1624865280000,2021-06-28T07:28:00Z,UNI/USDT,17.364,17.374,17.358,17.365,940.354,16331.229655,31
1624865220000,2021-06-28T07:27:00Z,UNI/USDT,17.365,17.381,17.359,17.364,402.323,6987.506587,35
1624865160000,2021-06-28T07:26:00Z,UNI/USDT,17.357,17.381,17.355,17.366,1395.786,24237.497475,50
1624865100000,2021-06-28T07:25:00Z,UNI/USDT,17.369,17.418,17.353,17.353,3937.491,68428.20007,84
1624865040000,2021-06-28T07:24:00Z,UNI/USDT,17.355,17.376,17.35,17.376,1069.912,18570.172853,57
1624864980000,2021-06-28T07:23:00Z,UNI/USDT,17.362,17.393,17.341,17.361,1914.092,33249.147325,103
1624864920000,2021-06-28T07:22:00Z,UNI/USDT,17.413,17.414,17.327,17.363,2822.335,48988.655886,396
1624864860000,2021-06-28T07:21:00Z,UNI/USDT,17.455,17.461,17.411,17.411,1566.728,27312.949023,188
1624864800000,2021-06-28T07:20:00Z,UNI/USDT,17.457,17.457,17.413,17.453,5480.755,95547.420244,256
1624864740000,2021-06-28T07:19:00Z,UNI/USDT,17.446,17.475,17.399,17.457,6131.253,106918.09568,591
1624864680000,2021-06-28T07:18:00Z,UNI/USDT,17.404,17.46,17.404,17.446,3076.482,53642.034437,299
1624864620000,2021-06-28T07:17:00Z,UNI/USDT,17.325,17.436,17.316,17.404,7506.995,130449.270642,620
1624864560000,2021-06-28T07:16:00Z,UNI/USDT,17.274,17.35,17.263,17.325,7159.768,124033.296679,647
1624864500000,2021-06-28T07:15:00Z,UNI/USDT,17.192,17.28,17.192,17.272,4116.634,70966.508302,341
1624864440000,2021-06-28T07:14:00Z,UNI/USDT,17.192,17.2,17.191,17.193,968.733,16659.976826,44
1624864380000,2021-06-28T07:13:00Z,UNI/USDT,17.199,17.2,17.183,17.192,810.549,13933.158115,51
1624864320000,2021-06-28T07:12:00Z,UNI/USDT,17.154,17.2,17.146,17.199,3547.969,60980.457676,95
1624864260000,2021-06-28T07:11:00Z,UNI/USDT,17.14,17.16,17.14,17.157,528.834,9071.280332,40
1624864200000,2021-06-28T07:10:00Z,UNI/USDT,17.116,17.139,17.104,17.137,3317.151,56799.232046,74
1624864140000,2021-06-28T07:09:00Z,UNI/USDT,17.135,17.138,17.117,17.117,167.547,2870.205177,15
1624864080000,2021-06-28T07:08:00Z,UNI/USDT,17.106,17.145,17.106,17.134,342.298,5861.656393,33
1624864020000,2021-06-28T07:07:00Z,UNI/USDT,17.114,17.114,17.096,17.108,544.129,9307.833229,51
1624863960000,2021-06-28T07:06:00Z,UNI/USDT,17.124,17.124,17.11,17.117,145.463,2489.819233,29
1624863900000,2021-06-28T07:05:00Z,UNI/USDT,17.123,17.133,17.118,17.125,547.899,9383.333521,38
1624863840000,2021-06-28T07:04:00Z,UNI/USDT,17.114,17.13,17.109,17.126,93.446,1599.926541,27
1624863780000,2021-06-28T07:03:00Z,UNI/USDT,17.139,17.139,17.102,17.115,283.057,4843.790028,48
1624863720000,2021-06-28T07:02:00Z,UNI/USDT,17.154,17.155,17.139,17.139,227.393,3899.636875,47
1624863660000,2021-06-28T07:01:00Z,UNI/USDT,17.161,17.17,17.153,17.157,1662.145,28524.170177,54
1624863600000,2021-06-28T07:00:00Z,UNI/USDT,17.167,17.176,17.159,17.161,286.293,4914.106172,43
1624863540000,2021-06-28T06:59:00Z,UNI/USDT,17.185,17.187,17.164,17.166,181.7,3120.873408,44
1624863480000,2021-06-28T06:58:00Z,UNI/USDT,17.137,17.192,17.137,17.185,490.609,8420.343584,59
1624863420000,2021-06-28T06:57:00Z,UNI/USDT,17.086,17.138,17.083,17.138,275.617,4717.163364,35
1624863360000,2021-06-28T06:56:00Z,UNI/USDT,17.053,17.091,17.046,17.086,707.275,12073.047846,34
1624863300000,2021-06-28T06:55:00Z,UNI/USDT,17.077,17.081,17.053,17.053,208.784,3563.609928,37
1624863240000,2021-06-28T06:54:00Z,UNI/USDT,17.074,17.085,17.07,17.085,89.617,1530.20039,18
1624863180000,2021-06-28T06:53:00Z,UNI/USDT,17.092,17.102,17.07,17.072,7652.784,130743.826791,120
1624863120000,2021-06-28T06:52:00Z,UNI/USDT,17.087,17.096,17.087,17.091,496.549,8487.750314,19
1624863060000,2021-06-28T06:51:00Z,UNI/USDT,17.089,17.092,17.082,17.09,202.626,3462.125588,17
1624863000000,2021-06-28T06:50:00Z,UNI/USDT,17.077,17.094,17.077,17.086,55.429,947.223225,14
1624862940000,2021-06-28T06:49:00Z,UNI/USDT,17.056,17.064,17.052,17.064,69.565,1186.755295,11
1624862880000,2021-06-28T06:48:00Z,UNI/USDT,17.062,17.062,17.06,17.06,8.199,139.886662,4
1624862820000,2021-06-28T06:47:00Z,UNI/USDT,17.05,17.07,17.05,17.064,345.261,5889.532715,21
1624862760000,2021-06-28T06:46:00Z,UNI/USDT,17.049,17.06,17.036,17.042,692.15,11799.300184,28
1624862700000,2021-06-28T06:45:00Z,UNI/USDT,17.047,17.059,17.045,17.045,622.105,10606.457802,27
1624862640000,2021-06-28T06:44:00Z,UNI/USDT,17.042,17.056,17.042,17.055,227.68,3882.283034,17
1624862580000,2021-06-28T06:43:00Z,UNI/USDT,17.052,17.057,17.038,17.042,876.567,14939.266463,33
1624862520000,2021-06-28T06:42:00Z,UNI/USDT,17.054,17.058,17.049,17.056,437.092,7453.285674,23
1624862460000,2021-06-28T06:41:00Z,UNI/USDT,17.059,17.06,17.054,17.056,50.957,869.110147,23
1624862400000,2021-06-28T06:40:00Z,UNI/USDT,17.059,17.066,17.057,17.066,182.336,3110.589949,23
1624862340000,2021-06-28T06:39:00Z,UNI/USDT,17.061,17.068,17.055,17.06,313.963,5357.492325,27
1624862280000,2021-06-28T06:38:00Z,UNI/USDT,17.062,17.073,17.053,17.057,264.423,4512.909465,35
1624862220000,2021-06-28T06:37:00Z,UNI/USDT,17.06,17.072,17.06,17.062,343.261,5858.212406,48
1624862160000,2021-06-28T06:36:00Z,UNI/USDT,17.061,17.07,17.054,17.06,340.27,5805.855075,38
1624862100000,2021-06-28T06:35:00Z,UNI/USDT,17.067,17.076,17.061,17.061,1337.706,22835.453503,54
1624862040000,2021-06-28T06:34:00Z,UNI/USDT,17.071,17.077,17.066,17.066,121.976,2082.068193,33
1624861980000,2021-06-28T06:33:00Z,UNI/USDT,17.048,17.072,17.047,17.066,665.041,11342.394039,48
1624861920000,2021-06-28T06:32:00Z,UNI/USDT,17.051,17.056,17.044,17.047,923.782,15748.099612,70
1624861860000,2021-06-28T06:31:00Z,UNI/USDT,17.036,17.049,17.032,17.049,640.155,10905.081275,51
1624861800000,2021-06-28T06:30:00Z,UNI/USDT,17.059,17.062,17.036,17.036,130.312,2221.417809,25
1624861740000,2021-06-28T06:29:00Z,UNI/USDT,17.039,17.055,17.039,17.047,430.421,7336.430702,28
1624861680000,2021-06-28T06:28:00Z,UNI/USDT,17.055,17.071,17.035,17.04,522.738,8909.847012,55
1624861620000,2021-06-28T06:27:00Z,UNI/USDT,17.052,17.066,17.052,17.055,99.3,1693.967271,23
1624861560000,2021-06-28T06:26:00Z,UNI/USDT,17.057,17.085,17.051,17.051,289.795,4945.773348,30
1624861500000,2021-06-28T06:25:00Z,UNI/USDT,17.081,17.084,17.057,17.058,346.141,5906.764396,46
1624861440000,2021-06-28T06:24:00Z,UNI/USDT,17.088,17.106,17.087,17.089,231.103,3950.124348,30
1624861380000,2021-06-28T06:23:00Z,UNI/USDT,17.096,17.104,17.086,17.094,159.458,2726.087953,21
1624861320000,2021-06-28T06:22:00Z,UNI/USDT,17.115,17.116,17.085,17.097,765.462,13085.907435,79
1624861260000,2021-06-28T06:21:00Z,UNI/USDT,17.139,17.144,17.111,17.111,474.184,8124.683305,37
1624861200000,2021-06-28T06:20:00Z,UNI/USDT,17.182,17.182,17.135,17.141,244.289,4191.356804,67
1624861140000,2021-06-28T06:19:00Z,UNI/USDT,17.214,17.215,17.183,17.189,5516.135,94878.966415,134
1624861080000,2021-06-28T06:18:00Z,UNI/USDT,17.113,17.211,17.099,17.207,5099.092,87496.703673,312
1624861020000,2021-06-28T06:17:00Z,UNI/USDT,17.103,17.113,17.089,17.11,704.824,12052.922164,54
1624860960000,2021-06-28T06:16:00Z,UNI/USDT,17.087,17.108,17.087,17.101,179.959,3078.3803,11
1624860900000,2021-06-28T06:15:00Z,UNI/USDT,17.102,17.114,17.088,17.088,700.258,11975.276444,45
1624860840000,2021-06-28T06:14:00Z,UNI/USDT,17.091,17.108,17.091,17.098,996.388,17034.738742,40
1624860780000,2021-06-28T06:13:00Z,UNI/USDT,17.09,17.09,17.072,17.085,285.401,4876.349647,19
1624860720000,2021-06-28T06:12:00Z,UNI/USDT,17.099,17.099,17.091,17.091,175.744,3004.358311,15
1624860660000,2021-06-28T06:11:00Z,UNI/USDT,17.11,17.115,17.093,17.099,872.18,14918.061214,42
1624860600000,2021-06-28T06:10:00Z,UNI/USDT,17.094,17.117,17.094,17.11,3466.314,59309.937375,125
1624860540000,2021-06-28T06:09:00Z,UNI/USDT,17.08,17.094,17.072,17.093,1293.577,22100.704799,53
1624860480000,2021-06-28T06:08:00Z,UNI/USDT,17.062,17.076,17.062,17.076,148.766,2539.314304,15
1624860420000,2021-06-28T06:07:00Z,UNI/USDT,17.042,17.065,17.039,17.06,827.547,14108.028226,42
1624860360000,2021-06-28T06:06:00Z,UNI/USDT,17.051,17.056,17.034,17.043,933.056,15897.247608,38
1624860300000,2021-06-28T06:05:00Z,UNI/USDT,17.033,17.062,17.033,17.052,566.224,9652.744369,38
1624860240000,2021-06-28T06:04:00Z,UNI/USDT,17.041,17.046,17.036,17.036,89.613,1527.105478,24
1624860180000,2021-06-28T06:03:00Z,UNI/USDT,17.031,17.044,17.031,17.036,122.362,2083.975333,5
1624860120000,2021-06-28T06:02:00Z,UNI/USDT,17.018,17.03,17.004,17.03,790.261,13443.682694,58
1624860060000,2021-06-28T06:01:00Z,UNI/USDT,17.034,17.034,17.015,17.018,217.422,3702.535555,21
1624860000000,2021-06-28T06:00:00Z,UNI/USDT,17.052,17.059,17.03,17.042,1008.704,17190.215515,55
1624859940000,2021-06-28T05:59:00Z,UNI/USDT,17.051,17.06,17.051,17.056,358.791,6119.731871,14
1624859880000,2021-06-28T05:58:00Z,UNI/USDT,17.065,17.065,17.045,17.045,246.593,4204.131957,8
1624859820000,2021-06-28T05:57:00Z,UNI/USDT,17.07,17.072,17.055,17.072,348.887,5951.415101,14
1624859760000,2021-06-28T05:56:00Z,UNI/USDT,17.053,17.073,17.052,17.068,441.46,7531.581399,21
1624859700000,2021-06-28T05:55:00Z,UNI/USDT,17.044,17.064,17.044,17.057,589.13,10048.81082,31
1624859640000,2021-06-28T05:54:00Z,UNI/USDT,17.036,17.045,17.036,17.04,186.17,3172.547671,15
1624859580000,2021-06-28T05:53:00Z,UNI/USDT,17.024,17.058,17.024,17.033,346.371,5901.21267,15
1624859520000,2021-06-28T05:52:00Z,UNI/USDT,17.03,17.034,17.018,17.022,755.135,12855.332947,27
1624859460000,2021-06-28T05:51:00Z,UNI/USDT,17.052,17.052,17.024,17.027,87.566,1492.012771,13
1624859400000,2021-06-28T05:50:00Z,UNI/USDT,17.038,17.061,17.027,17.052,1983.325,33817.145412,51
1624859340000,2021-06-28T05:49:00Z,UNI/USDT,17.015,17.039,17.015,17.038,736.628,12546.226363,31
1624859280000,2021-06-28T05:48:00Z,UNI/USDT,17.014,17.015,17.008,17.015,97.786,1663.203774,4
1624859220000,2021-06-28T05:47:00Z,UNI/USDT,17.023,17.023,17.013,17.014,33.642,572.561256,8
1624859160000,2021-06-28T05:46:00Z,UNI/USDT,17.003,17.024,17.002,17.024,107.719,1832.019803,9
1624859100000,2021-06-28T05:45:00Z,UNI/USDT,17.009,17.009,17.002,17.002,93.8,1595.344444,9
1624859040000,2021-06-28T05:44:00Z,UNI/USDT,16.989,17.026,16.989,17.008,233.33,3970.167558,16
1624858980000,2021-06-28T05:43:00Z,UNI/USDT,16.991,17.008,16.98,16.992,554.027,9413.777546,33
1624858920000,2021-06-28T05:42:00Z,UNI/USDT,17.009,17.009,16.982,16.989,316.578,5378.799181,30
1624858860000,2021-06-28T05:41:00Z,UNI/USDT,16.999,17.024,16.999,17.009,165.76,2820.460511,17
1624858800000,2021-06-28T05:40:00Z,UNI/USDT,17.021,17.026,16.987,17.002,1005.629,17099.158299,38
1624858740000,2021-06-28T05:39:00Z,UNI/USDT,16.996,17.036,16.983,17.032,1414.2,24077.980542,53
1624858680000,2021-06-28T05:38:00Z,UNI/USDT,17.014,17.025,16.997,17.007,1476.008,25109.719064,80
1624858620000,2021-06-28T05:37:00Z,UNI/USDT,17.036,17.036,17.012,17.021,327.188,5570.531395,27
1624858560000,2021-06-28T05:36:00Z,UNI/USDT,17.08,17.08,17.036,17.036,757.602,12915.759527,35
1624858500000,2021-06-28T05:35:00Z,UNI/USDT,17.085,17.092,17.074,17.074,316.164,5400.892552,19
1624858440000,2021-06-28T05:34:00Z,UNI/USDT,17.09,17.099,17.084,17.084,2806.314,47944.226842,47
1624858380000,2021-06-28T05:33:00Z,UNI/USDT,17.09,17.095,17.088,17.09,116.324,1988.091271,16
1624858320000,2021-06-28T05:32:00Z,UNI/USDT,17.086,17.093,17.086,17.093,190.659,3257.798595,4
1624858260000,2021-06-28T05:31:00Z,UNI/USDT,17.097,17.097,17.075,17.084,294.837,5037.21952,15
1624858200000,2021-06-28T05:30:00Z,UNI/USDT,17.041,17.1,17.041,17.094,830.546,14184.939064,63
1624858140000,2021-06-28T05:29:00Z,UNI/USDT,17.05,17.053,17.04,17.047,204.577,3487.608185,12
1624858080000,2021-06-28T05:28:00Z,UNI/USDT,17.06,17.06,17.051,17.054,284.577,4853.215858,11
1624858020000,2021-06-28T05:27:00Z,UNI/USDT,17.06,17.06,17.049,17.056,435.273,7422.67056,14
1624857960000,2021-06-28T05:26:00Z,UNI/USDT,17.035,17.061,17.035,17.055,41.221,702.984599,7
1624857900000,2021-06-28T05:25:00Z,UNI/USDT,17.05,17.052,17.04,17.04,1486.654,25345.415746,31
1624857840000,2021-06-28T05:24:00Z,UNI/USDT,17.061,17.061,17.052,17.058,155.456,2651.411735,11
1624857780000,2021-06-28T05:23:00Z,UNI/USDT,17.028,17.053,17.028,17.045,687.557,11719.869481,20
1624857720000,2021-06-28T05:22:00Z,UNI/USDT,17.017,17.024,17.004,17.016,2282.689,38825.669169,39
1624857660000,2021-06-28T05:21:00Z,UNI/USDT,17.038,17.038,17.007,17.007,308.407,5251.063239,19
1624857600000,2021-06-28T05:20:00Z,UNI/USDT,17.06,17.06,17.016,17.056,925.628,15773.574671,53
1624857540000,2021-06-28T05:19:00Z,UNI/USDT,17.071,17.071,17.065,17.065,367.09,6265.722094,11
1624857480000,2021-06-28T05:18:00Z,UNI/USDT,17.066,17.087,17.066,17.076,2813.608,48048.419051,51
1624857420000,2021-06-28T05:17:00Z,UNI/USDT,17.078,17.079,17.063,17.075,1658.177,28309.643414,46
1624857360000,2021-06-28T05:16:00Z,UNI/USDT,17.076,17.078,17.073,17.073,608.939,10397.713616,14
1624857300000,2021-06-28T05:15:00Z,UNI/USDT,17.062,17.081,17.062,17.081,239.063,4082.000222,19
1624857240000,2021-06-28T05:14:00Z,UNI/USDT,17.055,17.062,17.053,17.058,258.868,4415.113504,19
1624857180000,2021-06-28T05:13:00Z,UNI/USDT,17.046,17.072,17.046,17.062,114.117,1947.031527,10
1624857120000,2021-06-28T05:12:00Z,UNI/USDT,17.034,17.042,17.032,17.042,516.017,8793.516594,13
1624857060000,2021-06-28T05:11:00Z,UNI/USDT,17.04,17.04,17.025,17.04,495.31,8436.393704,24
1624857000000,2021-06-28T05:10:00Z,UNI/USDT,17.041,17.041,17.031,17.039,114.27,1946.569514,16
1624856940000,2021-06-28T05:09:00Z,UNI/USDT,17.036,17.05,17.034,17.043,464.362,7913.72847,26
1624856880000,2021-06-28T05:08:00Z,UNI/USDT,17.01,17.036,17.006,17.036,452.318,7699.963589,25
1624856820000,2021-06-28T05:07:00Z,UNI/USDT,17.008,17.021,17.006,17.014,466.525,7939.610198,23
1624856760000,2021-06-28T05:06:00Z,UNI/USDT,17.011,17.017,17.007,17.007,261.16,4442.867217,12
1624856700000,2021-06-28T05:05:00Z,UNI/USDT,17.014,17.02,17.014,17.02,101.65,1729.577,5
1624856640000,2021-06-28T05:04:00Z,UNI/USDT,17.023,17.023,17.013,17.013,113.519,1931.953507,13
1624856580000,2021-06-28T05:03:00Z,UNI/USDT,17.023,17.023,17.015,17.016,115.455,1964.798019,12
1624856520000,2021-06-28T05:02:00Z,UNI/USDT,17.007,17.007,17.006,17.006,31.147,529.711149,3
