unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT,tradecount
1624971480000,2021-06-29T12:58:00Z,LTC/USDT,144.99,145,144.77,144.83,587.73884,85137.9854107,204
1624971420000,2021-06-29T12:57:00Z,LTC/USDT,145.17,145.17,144.94,144.94,428.839,62189.9674608,200
1624971360000,2021-06-29T12:56:00Z,LTC/USDT,145.21,145.22,145.08,145.09,512.73641,74415.5966631,200
1624971300000,2021-06-29T12:55:00Z,LTC/USDT,145.2,145.32,145.19,145.21,112.31292,16311.8391298,75
1624971240000,2021-06-29T12:54:00Z,LTC/USDT,145.25,145.3,145.19,145.2,183.64505,26671.2901268,77
1624971180000,2021-06-29T12:53:00Z,LTC/USDT,145.18,145.36,145.17,145.27,792.74018,115120.5907792,139
1624971120000,2021-06-29T12:52:00Z,LTC/USDT,145.33,145.4,145.18,145.2,583.49752,84771.2348118,205
1624971060000,2021-06-29T12:51:00Z,LTC/USDT,145.34,145.45,145.3,145.37,823.6362,119716.8335403,166
1624971000000,2021-06-29T12:50:00Z,LTC/USDT,145.48,145.5,145.31,145.36,480.23059,69821.1051358,145
1624970940000,2021-06-29T12:49:00Z,LTC/USDT,145.66,145.66,145.45,145.49,414.66793,60348.0660839,165
1624970880000,2021-06-29T12:48:00Z,LTC/USDT,145.82,145.86,145.66,145.66,1388.39341,202402.6247352,211
1624970820000,2021-06-29T12:47:00Z,LTC/USDT,146.02,146.07,145.8,145.84,996.58953,145410.8631851,223
1624970760000,2021-06-29T12:46:00Z,LTC/USDT,145.99,146.19,145.98,146.03,660.28154,96448.5184017,143
1624970700000,2021-06-29T12:45:00Z,LTC/USDT,146.11,146.31,145.95,146,1062.7582,155305.4832963,229
1624970640000,2021-06-29T12:44:00Z,LTC/USDT,145.95,146.26,145.8,146.1,706.36544,103121.4355885,206
1624970580000,2021-06-29T12:43:00Z,LTC/USDT,146.1,146.16,145.93,145.99,777.0733,113457.9840247,164
1624970520000,2021-06-29T12:42:00Z,LTC/USDT,146.17,146.22,146.08,146.09,391.51636,57215.9706612,186
1624970460000,2021-06-29T12:41:00Z,LTC/USDT,146.14,146.45,146.09,146.18,1190.98847,174190.2188398,351
1624970400000,2021-06-29T12:40:00Z,LTC/USDT,145.89,146.23,145.88,146.16,324.17531,47355.6962009,199
1624970340000,2021-06-29T12:39:00Z,LTC/USDT,146.16,146.24,145.82,145.94,1446.29103,211131.2857075,464
1624970280000,2021-06-29T12:38:00Z,LTC/USDT,146.33,146.5,146.16,146.16,455.51521,66666.14019,353
1624970220000,2021-06-29T12:37:00Z,LTC/USDT,146.3,146.55,146.14,146.34,792.00184,115928.3983049,675
1624970160000,2021-06-29T12:36:00Z,LTC/USDT,146.07,146.4,146,146.28,612.68383,89568.476102,555
1624970100000,2021-06-29T12:35:00Z,LTC/USDT,145.91,146.15,145.82,146.09,4364.57932,637476.884186,676
1624970040000,2021-06-29T12:34:00Z,LTC/USDT,145.91,146,145.8,145.91,1009.02004,147225.1817364,266
1624969980000,2021-06-29T12:33:00Z,LTC/USDT,145.83,146,145.74,145.88,833.37074,121605.2575902,308
1624969920000,2021-06-29T12:32:00Z,LTC/USDT,145.38,146,145.31,145.83,2146.5985,312751.176138,552
1624969860000,2021-06-29T12:31:00Z,LTC/USDT,145.28,145.39,145.2,145.39,124.00934,18018.3338438,98
1624969800000,2021-06-29T12:30:00Z,LTC/USDT,145.32,145.56,145.23,145.31,837.85558,121803.3723287,209
1624969740000,2021-06-29T12:29:00Z,LTC/USDT,145.1,145.38,145.1,145.31,593.26396,86181.2224813,143
1624969680000,2021-06-29T12:28:00Z,LTC/USDT,144.88,145.17,144.85,145.1,459.71525,66659.5843211,158
1624969620000,2021-06-29T12:27:00Z,LTC/USDT,144.96,144.99,144.83,144.85,731.39746,105989.6847699,111
1624969560000,2021-06-29T12:26:00Z,LTC/USDT,144.67,144.97,144.55,144.95,450.26337,65153.3675828,169
1624969500000,2021-06-29T12:25:00Z,LTC/USDT,144.61,144.96,144.53,144.67,1032.90589,149511.5461274,352
1624969440000,2021-06-29T12:24:00Z,LTC/USDT,144.5,144.65,144.49,144.6,277.74279,40145.1658148,128
1624969380000,2021-06-29T12:23:00Z,LTC/USDT,144.45,144.72,144.43,144.5,218.52719,31588.8731148,72
1624969320000,2021-06-29T12:22:00Z,LTC/USDT,144.63,144.84,144.36,144.46,587.56051,84949.005573,176
1624969260000,2021-06-29T12:21:00Z,LTC/USDT,144.81,144.82,144.54,144.61,300.25685,43435.058051,88
1624969200000,2021-06-29T12:20:00Z,LTC/USDT,144.57,144.87,144.43,144.87,694.61468,100509.1535441,152
1624969140000,2021-06-29T12:19:00Z,LTC/USDT,144.64,144.64,144.2,144.6,4825.99618,696484.2780101,381
1624969080000,2021-06-29T12:18:00Z,LTC/USDT,144.5,144.63,144.32,144.62,351.04121,50704.9118082,107
1624969020000,2021-06-29T12:17:00Z,LTC/USDT,144.31,144.75,144.3,144.54,571.50919,82615.7184728,154
1624968960000,2021-06-29T12:16:00Z,LTC/USDT,144,144.59,143.97,144.34,3358.18033,484814.7474435,452
1624968900000,2021-06-29T12:15:00Z,LTC/USDT,144.5,144.72,143.91,143.98,1660.36383,239535.9966266,363
1624968840000,2021-06-29T12:14:00Z,LTC/USDT,144.64,144.78,144.51,144.51,1140.91834,164988.2284738,176
1624968780000,2021-06-29T12:13:00Z,LTC/USDT,144.85,144.87,144.54,144.54,782.47254,113197.5813746,159
1624968720000,2021-06-29T12:12:00Z,LTC/USDT,145.11,145.11,144.71,144.86,663.33652,96120.6157304,206
1624968660000,2021-06-29T12:11:00Z,LTC/USDT,145.02,145.31,145.01,145.16,298.90717,43396.8296888,108
1624968600000,2021-06-29T12:10:00Z,LTC/USDT,145.34,145.35,145.01,145.06,321.60241,46675.9856445,151
1624968540000,2021-06-29T12:09:00Z,LTC/USDT,145.58,145.6,145.18,145.4,749.3785,108969.0816066,227
1624968480000,2021-06-29T12:08:00Z,LTC/USDT,145.02,145.76,145.02,145.53,2276.30457,331028.4547709,477
1624968420000,2021-06-29T12:07:00Z,LTC/USDT,144.21,145.3,144.11,145.07,2174.64934,314827.6559169,469
1624968360000,2021-06-29T12:06:00Z,LTC/USDT,144.05,144.22,143.97,144.21,1289.7996,185771.5803916,207
1624968300000,2021-06-29T12:05:00Z,LTC/USDT,144.16,144.2,143.79,144.04,1528.04133,220004.9296575,386
1624968240000,2021-06-29T12:04:00Z,LTC/USDT,144.41,144.42,144.15,144.17,5049.9543,728400.0004607,430
1624968180000,2021-06-29T12:03:00Z,LTC/USDT,144.57,144.61,144.11,144.47,1353.00283,195214.1343952,427
1624968120000,2021-06-29T12:02:00Z,LTC/USDT,145.58,145.58,144.36,144.45,1899.37954,275141.3791431,529
1624968060000,2021-06-29T12:01:00Z,LTC/USDT,145.27,145.9,145.17,145.55,2501.53158,363953.0647639,580
1624968000000,2021-06-29T12:00:00Z,LTC/USDT,145.06,145.25,144.91,145.25,1999.95354,289953.1110047,259
1624967940000,2021-06-29T11:59:00Z,LTC/USDT,145.21,145.26,145.06,145.06,415.2912,60265.9384176,112
1624967880000,2021-06-29T11:58:00Z,LTC/USDT,145.22,145.33,145.18,145.23,397.71265,57767.9472391,140
1624967820000,2021-06-29T11:57:00Z,LTC/USDT,145.26,145.38,145.22,145.26,790.88789,114901.7427008,133
1624967760000,2021-06-29T11:56:00Z,LTC/USDT,145.13,145.27,145.08,145.26,132.51228,19233.7778907,81
1624967700000,2021-06-29T11:55:00Z,LTC/USDT,145.25,145.45,145.13,145.13,435.46813,63281.025733,155
1624967640000,2021-06-29T11:54:00Z,LTC/USDT,145.07,145.25,144.86,145.24,538.22822,78060.7495804,189
1624967580000,2021-06-29T11:53:00Z,LTC/USDT,144.92,145.08,144.86,145.08,494.1121,71627.9816259,130
1624967520000,2021-06-29T11:52:00Z,LTC/USDT,144.85,144.99,144.36,144.92,3432.79679,496636.6211626,395
1624967460000,2021-06-29T11:51:00Z,LTC/USDT,144.81,144.97,144.77,144.86,1615.42892,234058.8740798,188
1624967400000,2021-06-29T11:50:00Z,LTC/USDT,144.48,144.83,144.47,144.83,621.84984,89978.2048886,136
1624967340000,2021-06-29T11:49:00Z,LTC/USDT,144.87,144.9,144.45,144.46,383.48841,55458.1397348,141
1624967280000,2021-06-29T11:48:00Z,LTC/USDT,144.62,144.96,144.61,144.87,183.40886,26565.9838989,105
1624967220000,2021-06-29T11:47:00Z,LTC/USDT,144.58,144.65,144.49,144.65,272.1638,39342.5367499,133
1624967160000,2021-06-29T11:46:00Z,LTC/USDT,145.05,145.1,144.57,144.57,867.39333,125609.1057044,238
1624967100000,2021-06-29T11:45:00Z,LTC/USDT,145.25,145.25,145.03,145.06,781.75624,113441.8244299,175
1624967040000,2021-06-29T11:44:00Z,LTC/USDT,145.12,145.27,145.12,145.24,167.23907,24281.3877806,104
1624966980000,2021-06-29T11:43:00Z,LTC/USDT,145.16,145.21,145.12,145.12,218.62403,31737.503823,88
1624966920000,2021-06-29T11:42:00Z,LTC/USDT,145.25,145.32,145.14,145.16,526.75521,76481.5945015,119
1624966860000,2021-06-29T11:41:00Z,LTC/USDT,145.11,145.29,145.1,145.29,303.54849,44065.8271831,141
1624966800000,2021-06-29T11:40:00Z,LTC/USDT,145.31,145.34,145.1,145.1,383.90363,55748.3879882,154
1624966740000,2021-06-29T11:39:00Z,LTC/USDT,145.21,145.34,145.12,145.31,281.27314,40850.5517937,161
1624966680000,2021-06-29T11:38:00Z,LTC/USDT,145.23,145.24,145.07,145.21,313.97786,45568.5166264,166
1624966620000,2021-06-29T11:37:00Z,LTC/USDT,145.11,145.35,145.1,145.21,1028.57749,149368.6064494,189
1624966560000,2021-06-29T11:36:00Z,LTC/USDT,145.37,145.46,145.1,145.11,2040.52533,296562.9657742,320
1624966500000,2021-06-29T11:35:00Z,LTC/USDT,145.5,145.51,145.36,145.36,2173.8665,316045.7304182,298
1624966440000,2021-06-29T11:34:00Z,LTC/USDT,145.18,145.51,145.13,145.51,2637.61423,383385.20575,370
1624966380000,2021-06-29T11:33:00Z,LTC/USDT,145.06,145.18,145.02,145.18,222.56799,32293.7985093,120
1624966320000,2021-06-29T11:32:00Z,LTC/USDT,144.91,145.11,144.89,145.06,430.15397,62372.1460099,167
1624966260000,2021-06-29T11:31:00Z,LTC/USDT,144.86,144.97,144.83,144.93,507.74785,73572.5871906,149
1624966200000,2021-06-29T11:30:00Z,LTC/USDT,144.63,144.88,144.61,144.86,186.76324,27035.4533658,119
1624966140000,2021-06-29T11:29:00Z,LTC/USDT,144.6,144.68,144.6,144.64,279.72525,40461.6663286,122
1624966080000,2021-06-29T11:28:00Z,LTC/USDT,144.66,144.75,144.56,144.59,864.22889,125032.9504441,191
1624966020000,2021-06-29T11:27:00Z,LTC/USDT,144.49,144.74,144.48,144.66,687.14435,99361.3252629,194
1624965960000,2021-06-29T11:26:00Z,LTC/USDT,144.46,144.59,144.44,144.5,341.62075,49369.8412306,140
1624965900000,2021-06-29T11:25:00Z,LTC/USDT,144.55,144.55,144.31,144.47,512.89493,74070.6775512,190
1624965840000,2021-06-29T11:24:00Z,LTC/USDT,144.57,144.59,144.42,144.54,2553.85649,368997.1124992,330
1624965780000,2021-06-29T11:23:00Z,LTC/USDT,144.69,144.71,144.55,144.57,211.96298,30654.1974131,127
1624965720000,2021-06-29T11:22:00Z,LTC/USDT,144.7,144.76,144.66,144.69,311.0743,45012.8742743,79
1624965660000,2021-06-29T11:21:00Z,LTC/USDT,144.69,144.79,144.59,144.7,478.30079,69184.9934693,160
1624965600000,2021-06-29T11:20:00Z,LTC/USDT,144.73,144.87,144.62,144.7,591.43307,85576.1932652,257
1624965540000,2021-06-29T11:19:00Z,LTC/USDT,144.88,144.88,144.68,144.73,425.68671,61635.4069792,202
1624965480000,2021-06-29T11:18:00Z,LTC/USDT,144.98,144.99,144.84,144.88,207.28807,30034.3907226,176
1624965420000,2021-06-29T11:17:00Z,LTC/USDT,145,145.02,144.89,144.99,729.47339,105757.8022711,269
1624965360000,2021-06-29T11:16:00Z,LTC/USDT,145.18,145.2,145,145,544.28465,78953.9834167,263
1624965300000,2021-06-29T11:15:00Z,LTC/USDT,145.37,145.42,145.11,145.18,1098.12551,159513.5306911,377
1624965240000,2021-06-29T11:14:00Z,LTC/USDT,145.48,145.52,145.38,145.38,651.95517,94803.292163,195
1624965180000,2021-06-29T11:13:00Z,LTC/USDT,145.55,145.59,145.45,145.48,304.6764,44339.814447,173
1624965120000,2021-06-29T11:12:00Z,LTC/USDT,145.41,145.6,145.31,145.54,804.69658,117025.0033057,190
1624965060000,2021-06-29T11:11:00Z,LTC/USDT,145.39,145.48,145.27,145.42,382.74798,55633.9737104,226
1624965000000,2021-06-29T11:10:00Z,LTC/USDT,145.5,145.53,145.27,145.39,1518.21123,220646.0993419,421
1624964940000,2021-06-29T11:09:00Z,LTC/USDT,145.66,145.66,145.41,145.51,719.09096,104681.373456,323
1624964880000,2021-06-29T11:08:00Z,LTC/USDT,145.92,145.95,145.55,145.58,1745.76926,254298.1374248,390
1624964820000,2021-06-29T11:07:00Z,LTC/USDT,145.74,145.93,145.63,145.92,4629.17429,674537.3039421,614
1624964760000,2021-06-29T11:06:00Z,LTC/USDT,145.8,145.9,145.7,145.75,2379.23739,346712.610042,408
1624964700000,2021-06-29T11:05:00Z,LTC/USDT,145.45,145.89,145.4,145.76,6978.27329,1016463.1538449,887
1624964640000,2021-06-29T11:04:00Z,LTC/USDT,145.11,145.48,145.09,145.48,675.16789000000006,98099.7124881,227
1624964580000,2021-06-29T11:03:00Z,LTC/USDT,145.1,145.13,144.91,145.11,308.80692,44779.9355829,148
1624964520000,2021-06-29T11:02:00Z,LTC/USDT,145.14,145.16,144.98,145.1,627.26763,90981.0796573,179
1624964460000,2021-06-29T11:01:00Z,LTC/USDT,144.89,145.21,144.88,145.13,642.82178,93252.2196918,239
1624964400000,2021-06-29T11:00:00Z,LTC/USDT,145.12,145.13,144.89,144.9,659.8134,95688.8850647,257
1624964340000,2021-06-29T10:59:00Z,LTC/USDT,145.27,145.3,145,145.13,769.85262,111783.4900561,212
1624964280000,2021-06-29T10:58:00Z,LTC/USDT,145.15,145.29,145.15,145.25,541.66166,78669.3795108,132
1624964220000,2021-06-29T10:57:00Z,LTC/USDT,145,145.21,144.91,145.21,317.38121,46022.7713648,130
1624964160000,2021-06-29T10:56:00Z,LTC/USDT,144.91,145,144.87,145,287.97309,41739.7033954,101
1624964100000,2021-06-29T10:55:00Z,LTC/USDT,144.74,145,144.74,144.92,1018.15908,147481.2610253,205
1624964040000,2021-06-29T10:54:00Z,LTC/USDT,144.84,144.92,144.72,144.75,292.80418,42397.2933264,136
1624963980000,2021-06-29T10:53:00Z,LTC/USDT,144.84,144.93,144.73,144.85,619.94262,89791.7201413,175
1624963920000,2021-06-29T10:52:00Z,LTC/USDT,144.61,144.91,144.61,144.82,577.07572,83533.2084914,192
1624963860000,2021-06-29T10:51:00Z,LTC/USDT,144.57,144.69,144.57,144.62,470.79745,68085.2522658,157
1624963800000,2021-06-29T10:50:00Z,LTC/USDT,144.48,144.62,144.37,144.59,655.24255,94718.1301178,153
1624963740000,2021-06-29T10:49:00Z,LTC/USDT,144.54,144.69,144.38,144.53,651.17027,94121.6406532,158
1624963680000,2021-06-29T10:48:00Z,LTC/USDT,144.57,144.57,144.41,144.51,341.30462,49312.8518099,108
1624963620000,2021-06-29T10:47:00Z,LTC/USDT,144.46,144.66,144.31,144.56,647.38547,93523.9203634,321
1624963560000,2021-06-29T10:46:00Z,LTC/USDT,145.13,145.15,144.45,144.49,1432.80493,207469.9800352,576
1624963500000,2021-06-29T10:45:00Z,LTC/USDT,144.77,145.19,144.63,145.13,889.82138,128982.842093,436
1624963440000,2021-06-29T10:44:00Z,LTC/USDT,145.15,145.47,144.73,144.73,2472.42216,358902.2103091,1841
1624963380000,2021-06-29T10:43:00Z,LTC/USDT,144.95,145.39,144.94,145.16,4700.83982,682145.5221054,1831
1624963320000,2021-06-29T10:42:00Z,LTC/USDT,144.08,145,144.06,145,2642.51846,382322.1132334,848
1624963260000,2021-06-29T10:41:00Z,LTC/USDT,143.98,144.14,143.94,144.13,835.32714,120323.8838668,170
1624963200000,2021-06-29T10:40:00Z,LTC/USDT,144.19,144.32,143.93,143.96,1019.54941,146853.4227606,299
1624963140000,2021-06-29T10:39:00Z,LTC/USDT,144.09,144.28,143.92,144.23,1390.26904,200385.3762216,264
1624963080000,2021-06-29T10:38:00Z,LTC/USDT,144.02,144.24,143.91,144.11,568.82733,81952.7011195,207
1624963020000,2021-06-29T10:37:00Z,LTC/USDT,144.04,144.33,143.94,143.98,1348.10629,194257.2314936,471
1624962960000,2021-06-29T10:36:00Z,LTC/USDT,144.01,144.19,143.9,144.08,1329.46008,191521.5783167,347
1624962900000,2021-06-29T10:35:00Z,LTC/USDT,142.95,144.06,142.93,144.02,3635.84807,522060.5050785,769
1624962840000,2021-06-29T10:34:00Z,LTC/USDT,143,143.05,142.91,142.99,437.41291,62540.3869083,131
1624962780000,2021-06-29T10:33:00Z,LTC/USDT,143.01,143.09,142.95,142.99,604.58886,86467.1088447,126
1624962720000,2021-06-29T10:32:00Z,LTC/USDT,143.03,143.05,142.95,143.03,161.2394,23056.7456054,61
1624962660000,2021-06-29T10:31:00Z,LTC/USDT,142.78,143.07,142.77,143.03,243.02440000000001,34741.7940012,91
1624962600000,2021-06-29T10:30:00Z,LTC/USDT,143.12,143.21,142.75,142.77,251.88653,36008.1417333,126
1624962540000,2021-06-29T10:29:00Z,LTC/USDT,143.34,143.34,143.12,143.15,131.67522,18853.4436595,72
1624962480000,2021-06-29T10:28:00Z,LTC/USDT,143.37,143.39,143.1,143.32,246.43749,35290.9695043,91
1624962420000,2021-06-29T10:27:00Z,LTC/USDT,143.31,143.5,143.29,143.34,316.21337,45338.7240168,119
1624962360000,2021-06-29T10:26:00Z,LTC/USDT,143.34,143.41,143.24,143.37,359.85343,51596.5389394,68
1624962300000,2021-06-29T10:25:00Z,LTC/USDT,143.29,143.45,143.27,143.36,359.1343,51490.9279522,121
1624962240000,2021-06-29T10:24:00Z,LTC/USDT,143.17,143.34,143.17,143.29,156.18197,22377.6671917,96
1624962180000,2021-06-29T10:23:00Z,LTC/USDT,142.87,143.2,142.87,143.16,367.71547,52608.1933225,97
1624962120000,2021-06-29T10:22:00Z,LTC/USDT,143.07,143.1,142.81,142.82,591.63442,84588.7613483,96
1624962060000,2021-06-29T10:21:00Z,LTC/USDT,142.98,143.32,142.98,143.1,963.87378,137999.8613019,230
1624962000000,2021-06-29T10:20:00Z,LTC/USDT,142.68,143,142.6,142.99,399.56141,57074.7093864,104
1624961940000,2021-06-29T10:19:00Z,LTC/USDT,142.43,142.65,142.43,142.65,324.93207,46311.621582,76
1624961880000,2021-06-29T10:18:00Z,LTC/USDT,142.36,142.46,142.29,142.43,155.80802,22184.8637912,60
1624961820000,2021-06-29T10:17:00Z,LTC/USDT,142.1,142.4,142.01,142.4,298.64458,42467.1683981,122
1624961760000,2021-06-29T10:16:00Z,LTC/USDT,142.17,142.19,142.05,142.1,430.59746,61198.7394606,220
1624961700000,2021-06-29T10:15:00Z,LTC/USDT,142.43,142.43,142.17,142.18,216.35984,30786.0317988,108
1624961640000,2021-06-29T10:14:00Z,LTC/USDT,142.43,142.47,142.38,142.41,82.85544,11800.7581577,39
1624961580000,2021-06-29T10:13:00Z,LTC/USDT,142.42,142.53,142.41,142.44,94.71261,13491.4099901,37
1624961520000,2021-06-29T10:12:00Z,LTC/USDT,142.53,142.53,142.35,142.44,157.96459,22496.6599002,78
1624961460000,2021-06-29T10:11:00Z,LTC/USDT,142.61,142.61,142.48,142.55,103.01393,14682.9385767,38
1624961400000,2021-06-29T10:10:00Z,LTC/USDT,142.42,142.69,142.4,142.61,375.60405,53526.6932844,85
1624961340000,2021-06-29T10:09:00Z,LTC/USDT,142.37,142.45,142.35,142.41,194.4654,27691.8433832,41
1624961280000,2021-06-29T10:08:00Z,LTC/USDT,142.37,142.41,142.26,142.35,217.2977,30928.2698728,70
1624961220000,2021-06-29T10:07:00Z,LTC/USDT,142.49,142.52,142.31,142.37,420.59585,59892.0406624,86
1624961160000,2021-06-29T10:06:00Z,LTC/USDT,142.49,142.5,142.4,142.46,65.97569,9397.8937367,45
1624961100000,2021-06-29T10:05:00Z,LTC/USDT,142.67,142.76,142.43,142.48,277.473,39567.4096869,80
1624961040000,2021-06-29T10:04:00Z,LTC/USDT,142.58,142.72,142.37,142.69,147.28318,20990.8955464,66
1624960980000,2021-06-29T10:03:00Z,LTC/USDT,142.47,142.61,142.37,142.58,403.92198,57545.4920217,104
1624960920000,2021-06-29T10:02:00Z,LTC/USDT,142.54,142.64,142.25,142.45,1653.90854,235579.7980684,262
1624960860000,2021-06-29T10:01:00Z,LTC/USDT,142.77,142.86,142.48,142.51,1548.28461,220848.313778,295
1624960800000,2021-06-29T10:00:00Z,LTC/USDT,142.99,143.19,142.72,142.75,911.79903,130330.4685615,244
1624960740000,2021-06-29T09:59:00Z,LTC/USDT,143.06,143.06,142.93,143.01,248.7275,35567.9773174,128
1624960680000,2021-06-29T09:58:00Z,LTC/USDT,143.17,143.24,143.05,143.05,232.71384,33309.5382222,103
1624960620000,2021-06-29T09:57:00Z,LTC/USDT,143.09,143.12,142.98,143.12,369.1214,52796.8104789,119
1624960560000,2021-06-29T09:56:00Z,LTC/USDT,143.21,143.35,143.08,143.08,926.17919,132716.5898662,170
1624960500000,2021-06-29T09:55:00Z,LTC/USDT,143.2,143.27,143.17,143.24,537.80478,77023.0081781,125
1624960440000,2021-06-29T09:54:00Z,LTC/USDT,143.2,143.35,143.17,143.23,303.58328,43489.6442195,128
1624960380000,2021-06-29T09:53:00Z,LTC/USDT,143.2,143.29,143.15,143.17,149.94376,21475.2422566,121
1624960320000,2021-06-29T09:52:00Z,LTC/USDT,143.12,143.42,143.08,143.2,275.38651,39443.9574189,140
1624960260000,2021-06-29T09:51:00Z,LTC/USDT,143.1,143.24,143.1,143.15,245.4793,35147.3296038,135
1624960200000,2021-06-29T09:50:00Z,LTC/USDT,143.31,143.33,143.1,143.1,224.83578,32205.3479342,125
1624960140000,2021-06-29T09:49:00Z,LTC/USDT,143.15,143.31,143.15,143.31,245.80394,35213.6631635,133
1624960080000,2021-06-29T09:48:00Z,LTC/USDT,143,143.19,142.98,143.18,172.19149,24637.8200944,134
1624960020000,2021-06-29T09:47:00Z,LTC/USDT,143.19,143.24,142.98,142.98,444.05359,63529.7076447,198
1624959960000,2021-06-29T09:46:00Z,LTC/USDT,143.4,143.42,143.17,143.2,103.70196,14855.6085728,134
1624959900000,2021-06-29T09:45:00Z,LTC/USDT,143.09,143.5,143.08,143.4,1936.77339,277500.2978824,386
1624959840000,2021-06-29T09:44:00Z,LTC/USDT,143.05,143.13,143.04,143.09,350.05407,50090.4258,154
1624959780000,2021-06-29T09:43:00Z,LTC/USDT,143.07,143.11,143,143.05,276.22707,39515.918322,141
1624959720000,2021-06-29T09:42:00Z,LTC/USDT,143.16,143.21,143.06,143.06,155.21877,22214.8405695,124
1624959660000,2021-06-29T09:41:00Z,LTC/USDT,143.14,143.25,143.12,143.13,92.08719,13184.8040276,167
1624959600000,2021-06-29T09:40:00Z,LTC/USDT,143.08,143.26,143.01,143.18,129.77515,18576.3748909,125
1624959540000,2021-06-29T09:39:00Z,LTC/USDT,143.11,143.21,143.08,143.08,142.3706,20381.9583263,182
1624959480000,2021-06-29T09:38:00Z,LTC/USDT,142.99,143.19,142.98,143.11,366.67054,52464.4137684,252
1624959420000,2021-06-29T09:37:00Z,LTC/USDT,142.94,143.11,142.94,142.96,207.87102,29725.2420044,169
1624959360000,2021-06-29T09:36:00Z,LTC/USDT,143.05,143.05,142.92,142.94,339.39508,48512.4900936,130
1624959300000,2021-06-29T09:35:00Z,LTC/USDT,142.99,143.08,142.92,143.05,400.05121,57203.2284579,162
1624959240000,2021-06-29T09:34:00Z,LTC/USDT,143.03,143.1,142.92,142.99,693.93855,99207.7594118,184
1624959180000,2021-06-29T09:33:00Z,LTC/USDT,143.12,143.33,143.05,143.07,289.85398,41490.8397038,179
1624959120000,2021-06-29T09:32:00Z,LTC/USDT,143.3,143.55,143.02,143.09,371.39873,53208.875267,192
1624959060000,2021-06-29T09:31:00Z,LTC/USDT,143.48,143.55,143.25,143.28,1039.21012,149022.6042456,271
1624959000000,2021-06-29T09:30:00Z,LTC/USDT,143.01,143.52,143.01,143.48,735.41301,105406.547624,272
1624958940000,2021-06-29T09:29:00Z,LTC/USDT,142.94,143.15,142.92,143.01,695.41523,99467.1323906,251
1624958880000,2021-06-29T09:28:00Z,LTC/USDT,142.92,143.03,142.88,142.94,168.46373,24080.0900418,154
1624958820000,2021-06-29T09:27:00Z,LTC/USDT,142.91,143.15,142.88,142.9,502.72827,71908.1175016,235
1624958760000,2021-06-29T09:26:00Z,LTC/USDT,142.76,143.12,142.72,142.89,987.86694,141248.4023194,244
1624958700000,2021-06-29T09:25:00Z,LTC/USDT,142.65,142.86,142.65,142.78,171.20517,24443.094681,194
1624958640000,2021-06-29T09:24:00Z,LTC/USDT,142.63,142.72,142.6,142.65,401.05789,57217.0901521,212
1624958580000,2021-06-29T09:23:00Z,LTC/USDT,142.36,142.68,142.36,142.64,166.46362,23726.678575,151
1624958520000,2021-06-29T09:22:00Z,LTC/USDT,142.17,142.58,142.1,142.36,521.10291,74148.031096,216
1624958460000,2021-06-29T09:21:00Z,LTC/USDT,141.98,142.17,141.94,142.17,279.97079,39772.4254903,187
1624958400000,2021-06-29T09:20:00Z,LTC/USDT,141.97,142.09,141.89,141.98,231.19014,32829.4885742,162
1624958340000,2021-06-29T09:19:00Z,LTC/USDT,142.13,142.24,141.9,141.97,309.87451,44014.5108475,175
1624958280000,2021-06-29T09:18:00Z,LTC/USDT,142,142.21,142,142.17,508.59704,72293.4500663,143
1624958220000,2021-06-29T09:17:00Z,LTC/USDT,142.03,142.06,141.85,142.01,327.99231,46555.7399748,218
1624958160000,2021-06-29T09:16:00Z,LTC/USDT,142.36,142.36,142.02,142.02,646.06152,91876.1265002,187
1624958100000,2021-06-29T09:15:00Z,LTC/USDT,142.26,142.41,142.26,142.37,217.24677,30923.6907031,167
1624958040000,2021-06-29T09:14:00Z,LTC/USDT,142.35,142.38,142.22,142.27,165.81594,23592.9312579,119
1624957980000,2021-06-29T09:13:00Z,LTC/USDT,142.36,142.41,142.22,142.35,378.92516,53915.672941,170
1624957920000,2021-06-29T09:12:00Z,LTC/USDT,142.11,142.45,142.11,142.41,2212.97589,314725.3322133,215
1624957860000,2021-06-29T09:11:00Z,LTC/USDT,142.18,142.3,142.11,142.14,525.78648,74767.4106208,182
1624957800000,2021-06-29T09:10:00Z,LTC/USDT,142.19,142.37,142.16,142.19,160.21773,22792.7463004,113
1624957740000,2021-06-29T09:09:00Z,LTC/USDT,142.17,142.23,142.08,142.18,348.18248,49494.1284052,234
1624957680000,2021-06-29T09:08:00Z,LTC/USDT,142.33,142.52,142.15,142.18,1066.14117,151737.4894406,287
1624957620000,2021-06-29T09:07:00Z,LTC/USDT,142.46,142.53,142.25,142.31,412.79675,58770.9904645,211
1624957560000,2021-06-29T09:06:00Z,LTC/USDT,142.85,142.85,142.3,142.44,1360.11774,193818.4130218,373
1624957500000,2021-06-29T09:05:00Z,LTC/USDT,142.64,142.94,142.61,142.83,299.93236,42814.0538232,152
1624957440000,2021-06-29T09:04:00Z,LTC/USDT,142.91,142.95,142.61,142.61,477.00839,68119.1362836,167
1624957380000,2021-06-29T09:03:00Z,LTC/USDT,142.85,143,142.85,142.91,266.17763,38040.2931589,163
