unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,tradecount
1624958880000,2021-06-29T09:28:00Z,ADA/USDT,1.3681,1.37,1.3681,1.3686,466103.35,638277.675563,504
1624958820000,2021-06-29T09:27:00Z,ADA/USDT,1.3681,1.3699,1.3677,1.368,297547.23,407328.290121,836
1624958760000,2021-06-29T09:26:00Z,ADA/USDT,1.367,1.3685,1.3658,1.368,182560.2,249626.488594,439
1624958700000,2021-06-29T09:25:00Z,ADA/USDT,1.3647,1.3672,1.3647,1.367,247163.13,337725.376515,434
1624958640000,2021-06-29T09:24:00Z,ADA/USDT,1.3638,1.365,1.3629,1.3649,104331.14,142307.509502,263
1624958580000,2021-06-29T09:23:00Z,ADA/USDT,1.364,1.3656,1.3636,1.3637,127786.72,174413.275315,417
1624958520000,2021-06-29T09:22:00Z,ADA/USDT,1.3593,1.3641,1.3593,1.3641,270990.61,369008.594271,574
1624958460000,2021-06-29T09:21:00Z,ADA/USDT,1.357,1.3594,1.3566,1.3594,72806.89,98876.13465,260
1624958400000,2021-06-29T09:20:00Z,ADA/USDT,1.3564,1.3574,1.3562,1.3568,85057.31,115405.705456,210
1624958340000,2021-06-29T09:19:00Z,ADA/USDT,1.3565,1.3575,1.3555,1.3565,151119.99,205043.816694,235
1624958280000,2021-06-29T09:18:00Z,ADA/USDT,1.3553,1.3579,1.3552,1.3564,80632.17,109372.873706,186
1624958220000,2021-06-29T09:17:00Z,ADA/USDT,1.3547,1.356,1.3535,1.3553,74178.71,100480.697473,220
1624958160000,2021-06-29T09:16:00Z,ADA/USDT,1.3581,1.3584,1.3542,1.3548,152668.63,207043.358764,281
1624958100000,2021-06-29T09:15:00Z,ADA/USDT,1.3566,1.3587,1.3566,1.3581,67696.18,91924.148978,209
1624958040000,2021-06-29T09:14:00Z,ADA/USDT,1.3557,1.3568,1.3555,1.3567,72545.32,98366.767588,133
1624957980000,2021-06-29T09:13:00Z,ADA/USDT,1.3566,1.3572,1.3552,1.3557,59648.12,80892.977292,179
1624957920000,2021-06-29T09:12:00Z,ADA/USDT,1.3538,1.3574,1.3538,1.3566,85795.12,116357.109515,207
1624957860000,2021-06-29T09:11:00Z,ADA/USDT,1.3548,1.3556,1.3536,1.3538,67799.69,91824.362962,194
1624957800000,2021-06-29T09:10:00Z,ADA/USDT,1.3541,1.356,1.3538,1.3548,98896.26,134024.810723,208
1624957740000,2021-06-29T09:09:00Z,ADA/USDT,1.3545,1.3548,1.353,1.3541,190402.77,257786.081047,348
1624957680000,2021-06-29T09:08:00Z,ADA/USDT,1.3556,1.3568,1.3525,1.3546,252725.04,342369.106199,588
1624957620000,2021-06-29T09:07:00Z,ADA/USDT,1.3568,1.3573,1.3547,1.3558,205207.69,278122.154661,389
1624957560000,2021-06-29T09:06:00Z,ADA/USDT,1.3593,1.3594,1.3553,1.3569,151424.49,205470.196186,389
1624957500000,2021-06-29T09:05:00Z,ADA/USDT,1.356,1.3599,1.356,1.3594,115867.41,157316.129706,312
1624957440000,2021-06-29T09:04:00Z,ADA/USDT,1.3586,1.3589,1.3557,1.3562,95930.98,130199.086671,229
1624957380000,2021-06-29T09:03:00Z,ADA/USDT,1.3598,1.3602,1.3582,1.3587,90008.82,122356.798411,254
1624957320000,2021-06-29T09:02:00Z,ADA/USDT,1.3596,1.3622,1.3581,1.3595,194158.67,264126.938141,413
1624957260000,2021-06-29T09:01:00Z,ADA/USDT,1.3588,1.3596,1.3553,1.3596,240677,326690.323916,637
1624957200000,2021-06-29T09:00:00Z,ADA/USDT,1.3589,1.3646,1.3584,1.3591,701618.88,955173.527983,790
1624957140000,2021-06-29T08:59:00Z,ADA/USDT,1.3611,1.3612,1.3587,1.3592,140099.81,190569.324919,280
1624957080000,2021-06-29T08:58:00Z,ADA/USDT,1.3592,1.3618,1.3592,1.3611,121659.61,165560.151753,301
1624957020000,2021-06-29T08:57:00Z,ADA/USDT,1.3586,1.3594,1.3572,1.359,167175.12,227063.595937,368
1624956960000,2021-06-29T08:56:00Z,ADA/USDT,1.3581,1.3585,1.3547,1.3585,458226.18,621466.42284,859
1624956900000,2021-06-29T08:55:00Z,ADA/USDT,1.3627,1.3627,1.3568,1.3581,300762.9,408727.44955,721
1624956840000,2021-06-29T08:54:00Z,ADA/USDT,1.3634,1.3639,1.3614,1.3626,197457.38,268972.811851,298
1624956780000,2021-06-29T08:53:00Z,ADA/USDT,1.3643,1.365,1.3632,1.3634,182056.74,248345.932112,267
1624956720000,2021-06-29T08:52:00Z,ADA/USDT,1.3639,1.3662,1.3633,1.3642,168219.99,229539.665208,395
1624956660000,2021-06-29T08:51:00Z,ADA/USDT,1.3626,1.365,1.3616,1.3639,166002.25,226326.549627,347
1624956600000,2021-06-29T08:50:00Z,ADA/USDT,1.3628,1.3648,1.3626,1.3626,101894.07,138948.49713,292
1624956540000,2021-06-29T08:49:00Z,ADA/USDT,1.3633,1.3635,1.3616,1.3629,157446.26,214516.158309,294
1624956480000,2021-06-29T08:48:00Z,ADA/USDT,1.3649,1.365,1.3617,1.3632,185329.12,252669.044653,344
1624956420000,2021-06-29T08:47:00Z,ADA/USDT,1.3595,1.3649,1.3595,1.3648,315342.91,429410.587318,488
1624956360000,2021-06-29T08:46:00Z,ADA/USDT,1.3632,1.365,1.3581,1.3594,437172.8,595024.566589,1523
1624956300000,2021-06-29T08:45:00Z,ADA/USDT,1.3634,1.3686,1.3629,1.3629,352623.62,481804.995485,1669
1624956240000,2021-06-29T08:44:00Z,ADA/USDT,1.3612,1.366,1.361,1.3635,470515.04,641934.800091,1485
1624956180000,2021-06-29T08:43:00Z,ADA/USDT,1.362,1.3642,1.3606,1.3614,842215.41,1147277.790099,787
1624956120000,2021-06-29T08:42:00Z,ADA/USDT,1.3619,1.3645,1.3614,1.3619,260830.78,355507.316975,722
1624956060000,2021-06-29T08:41:00Z,ADA/USDT,1.3639,1.3642,1.3597,1.3619,471120.16,641720.846708,1715
1624956000000,2021-06-29T08:40:00Z,ADA/USDT,1.3585,1.3643,1.3584,1.3639,994479.46,1354095.111016,2413
1624955940000,2021-06-29T08:39:00Z,ADA/USDT,1.3571,1.3589,1.357,1.3585,230073.34,312531.199716,447
1624955880000,2021-06-29T08:38:00Z,ADA/USDT,1.3572,1.3577,1.3559,1.3571,161037.08,218529.873951,265
1624955820000,2021-06-29T08:37:00Z,ADA/USDT,1.3576,1.3582,1.3564,1.3573,344850.83,468016.696508,286
1624955760000,2021-06-29T08:36:00Z,ADA/USDT,1.3575,1.358,1.3554,1.3575,393226.71,533654.846099,602
1624955700000,2021-06-29T08:35:00Z,ADA/USDT,1.3558,1.3575,1.355,1.3575,136261.16,184872.64862,426
1624955640000,2021-06-29T08:34:00Z,ADA/USDT,1.3559,1.3568,1.3551,1.3558,326470.95,442717.479651,548
1624955580000,2021-06-29T08:33:00Z,ADA/USDT,1.3548,1.3558,1.3545,1.3558,79354.55,107523.556512,198
1624955520000,2021-06-29T08:32:00Z,ADA/USDT,1.3549,1.3557,1.3531,1.3545,429586.13,582080.446227,493
1624955460000,2021-06-29T08:31:00Z,ADA/USDT,1.3498000000000001,1.355,1.3496,1.355,504936.47,682770.039795,659
1624955400000,2021-06-29T08:30:00Z,ADA/USDT,1.3524,1.3525,1.3492,1.3497,149012.78,201261.957611,367
1624955340000,2021-06-29T08:29:00Z,ADA/USDT,1.3505,1.3539,1.3505,1.3524,289389.25,391470.272992,478
1624955280000,2021-06-29T08:28:00Z,ADA/USDT,1.3502,1.351,1.3501,1.3504,94892.48,128159.222116,162
1624955220000,2021-06-29T08:27:00Z,ADA/USDT,1.3494,1.3503,1.3494,1.3501,64738.11,87383.956542,156
1624955160000,2021-06-29T08:26:00Z,ADA/USDT,1.3515,1.3519,1.3488,1.3495,103199.76,139323.140716,330
1624955100000,2021-06-29T08:25:00Z,ADA/USDT,1.3494,1.3516,1.3482,1.3514,260912.29,352075.697484,554
1624955040000,2021-06-29T08:24:00Z,ADA/USDT,1.3492,1.3497,1.3485,1.3494,87557.42,118119.402456,237
1624954980000,2021-06-29T08:23:00Z,ADA/USDT,1.3487,1.3499,1.3484,1.349,99149.62,133774.451418,282
1624954920000,2021-06-29T08:22:00Z,ADA/USDT,1.3465,1.3487,1.3465,1.3487,153494.15,206851.033109,337
1624954860000,2021-06-29T08:21:00Z,ADA/USDT,1.3464,1.3468,1.3458,1.3463,91000.17,122510.633131,196
1624954800000,2021-06-29T08:20:00Z,ADA/USDT,1.3453,1.3469,1.3438,1.3464,162581.9,218796.434836,414
1624954740000,2021-06-29T08:19:00Z,ADA/USDT,1.3436,1.3454,1.3432,1.3454,178461.98,239862.134216,287
1624954680000,2021-06-29T08:18:00Z,ADA/USDT,1.3437,1.344,1.3414,1.3439,176255.81,236677.858046,349
1624954620000,2021-06-29T08:17:00Z,ADA/USDT,1.3429,1.3445,1.3426,1.3437,157563.49,211667.048644,396
1624954560000,2021-06-29T08:16:00Z,ADA/USDT,1.3398,1.3428,1.3396,1.3428,172564.9,231433.875763,499
1624954500000,2021-06-29T08:15:00Z,ADA/USDT,1.3395,1.34,1.3386,1.3399,63954.81,85635.511706,173
1624954440000,2021-06-29T08:14:00Z,ADA/USDT,1.3384,1.3397,1.3383,1.3397,61062.73,81755.937046,203
1624954380000,2021-06-29T08:13:00Z,ADA/USDT,1.3376,1.34,1.3373,1.3385,307333.31,411396.237758,361
1624954320000,2021-06-29T08:12:00Z,ADA/USDT,1.3357,1.3386,1.3356,1.3375,244534.96,326943.858306,323
1624954260000,2021-06-29T08:11:00Z,ADA/USDT,1.3357,1.3373,1.3347,1.3356,144160.69,192629.900838,234
1624954200000,2021-06-29T08:10:00Z,ADA/USDT,1.3364,1.3365,1.3338,1.3356,93179.62,124376.22844,227
1624954140000,2021-06-29T08:09:00Z,ADA/USDT,1.3373,1.3377,1.3356,1.3363,94193.51,125901.207768,217
1624954080000,2021-06-29T08:08:00Z,ADA/USDT,1.3354,1.3374,1.3347,1.3374,95674.52,127773.966825,231
1624954020000,2021-06-29T08:07:00Z,ADA/USDT,1.3367,1.338,1.3348,1.3355,82054.27,109666.769132,269
1624953960000,2021-06-29T08:06:00Z,ADA/USDT,1.3357,1.3384,1.3344,1.3369,254882.22,340511.551729,389
1624953900000,2021-06-29T08:05:00Z,ADA/USDT,1.3362,1.3366,1.333,1.3354,368021.78,491161.153548,1087
1624953840000,2021-06-29T08:04:00Z,ADA/USDT,1.3377,1.3392,1.3356,1.3358,599604.14,801661.999684,745
1624953780000,2021-06-29T08:03:00Z,ADA/USDT,1.3414,1.3417,1.3372,1.3376,316146.99,423414.309382,577
1624953720000,2021-06-29T08:02:00Z,ADA/USDT,1.3463,1.3465,1.3413,1.3415,164703.61,221375.42148,350
1624953660000,2021-06-29T08:01:00Z,ADA/USDT,1.3427,1.3474,1.3425,1.346,324100.17,435892.563301,554
1624953600000,2021-06-29T08:00:00Z,ADA/USDT,1.3409,1.3429,1.3408,1.3427,105615.65,141707.045894,257
1624953540000,2021-06-29T07:59:00Z,ADA/USDT,1.3425,1.3435,1.3409,1.341,78056.64,104774.925329,189
1624953480000,2021-06-29T07:58:00Z,ADA/USDT,1.3436,1.3436,1.3424,1.3425,40357.09,54197.970414,112
1624953420000,2021-06-29T07:57:00Z,ADA/USDT,1.3439,1.3441,1.3424,1.3437,67960.16,91263.318216,151
1624953360000,2021-06-29T07:56:00Z,ADA/USDT,1.3418,1.3444,1.3418,1.344,178197.66,239404.518823,314
1624953300000,2021-06-29T07:55:00Z,ADA/USDT,1.3418,1.3426,1.3415,1.3418,129502.76,173796.622086,236
1624953240000,2021-06-29T07:54:00Z,ADA/USDT,1.34,1.3422,1.34,1.3416,130104.65,174521.140849,263
1624953180000,2021-06-29T07:53:00Z,ADA/USDT,1.3392,1.3404,1.3388,1.34,113552.78,152145.749669,188
1624953120000,2021-06-29T07:52:00Z,ADA/USDT,1.3408,1.3408,1.3387,1.3393,89082.15,119376.903492,192
1624953060000,2021-06-29T07:51:00Z,ADA/USDT,1.341,1.3414,1.34,1.3407,150060.71,201207.352214,279
1624953000000,2021-06-29T07:50:00Z,ADA/USDT,1.3388,1.3415,1.3388,1.341,227251.89,304665.48816,326
1624952940000,2021-06-29T07:49:00Z,ADA/USDT,1.3382,1.339,1.336,1.3388,278690.65,372632.380157,482
1624952880000,2021-06-29T07:48:00Z,ADA/USDT,1.341,1.3412,1.3361,1.3381,769181.02,1029451.27134,1025
1624952820000,2021-06-29T07:47:00Z,ADA/USDT,1.3419,1.3426,1.34,1.3411,214973.84,288242.872003,496
1624952760000,2021-06-29T07:46:00Z,ADA/USDT,1.3421,1.3431,1.3408,1.3419,370311.33,496923.536043,622
1624952700000,2021-06-29T07:45:00Z,ADA/USDT,1.3471,1.3475,1.3421,1.3423,406686.18,546869.872978,654
1624952640000,2021-06-29T07:44:00Z,ADA/USDT,1.3463,1.3487,1.3463,1.3471,221769.43,298882.790123,405
1624952580000,2021-06-29T07:43:00Z,ADA/USDT,1.347,1.347,1.3461,1.3463,46846.79,63073.773866,143
1624952520000,2021-06-29T07:42:00Z,ADA/USDT,1.346,1.3474,1.3456,1.347,176574.02,237771.671744,274
1624952460000,2021-06-29T07:41:00Z,ADA/USDT,1.3446,1.3462,1.344,1.3462,122511.96,164750.185056,295
1624952400000,2021-06-29T07:40:00Z,ADA/USDT,1.3444,1.3465,1.3438,1.3446,184024.44,247538.748328,363
1624952340000,2021-06-29T07:39:00Z,ADA/USDT,1.348,1.348,1.344,1.3445,287634.44,386979.695861,601
1624952280000,2021-06-29T07:38:00Z,ADA/USDT,1.3482,1.3488,1.3475,1.348,123442.94,166430.822666,231
1624952220000,2021-06-29T07:37:00Z,ADA/USDT,1.3484,1.3491,1.348,1.3482,38717.42,52206.59954,158
1624952160000,2021-06-29T07:36:00Z,ADA/USDT,1.3485,1.3495,1.348,1.3484,64866.66,87478.586839,203
1624952100000,2021-06-29T07:35:00Z,ADA/USDT,1.3472,1.3503,1.347,1.3485,117402.5,158354.367143,311
1624952040000,2021-06-29T07:34:00Z,ADA/USDT,1.3471,1.3496,1.3465,1.3472,288754.42,389315.646117,471
1624951980000,2021-06-29T07:33:00Z,ADA/USDT,1.3502,1.3505,1.3471,1.3473,201772.41,272181.004164,503
1624951920000,2021-06-29T07:32:00Z,ADA/USDT,1.3529,1.3534,1.3501,1.3503,148417.16,200666.445231,376
1624951860000,2021-06-29T07:31:00Z,ADA/USDT,1.356,1.3563,1.3524,1.3529,188788.7,255698.734474,348
1624951800000,2021-06-29T07:30:00Z,ADA/USDT,1.3548,1.3572,1.3547,1.356,231677.29,314161.860534,516
1624951740000,2021-06-29T07:29:00Z,ADA/USDT,1.3541,1.3548,1.3532,1.3547,65205.98,88291.305256,189
1624951680000,2021-06-29T07:28:00Z,ADA/USDT,1.3537,1.355,1.3533,1.3541,74308.39,100636.85823,222
1624951620000,2021-06-29T07:27:00Z,ADA/USDT,1.3525,1.355,1.3525,1.3537,148979.99,201718.511109,326
1624951560000,2021-06-29T07:26:00Z,ADA/USDT,1.3516,1.3533,1.3515,1.3525,121099.15,163807.194829,231
1624951500000,2021-06-29T07:25:00Z,ADA/USDT,1.3501,1.3515,1.3495,1.3515,123164.82,166367.818573,229
1624951440000,2021-06-29T07:24:00Z,ADA/USDT,1.3511,1.3513,1.3479,1.3501,492110.34,664251.87584,584
1624951380000,2021-06-29T07:23:00Z,ADA/USDT,1.3516,1.352,1.3507,1.3509,91742.6,123963.825221,199
1624951320000,2021-06-29T07:22:00Z,ADA/USDT,1.3518,1.3525,1.3509,1.3516,141583,191364.44387,203
1624951260000,2021-06-29T07:21:00Z,ADA/USDT,1.3515,1.3526,1.3512,1.3518,132311.36,178894.27128,211
1624951200000,2021-06-29T07:20:00Z,ADA/USDT,1.3517,1.3522,1.3511,1.3516,79449.18,107395.43469,208
1624951140000,2021-06-29T07:19:00Z,ADA/USDT,1.352,1.3529,1.3513,1.3518,127835.29,172849.517395,232
1624951080000,2021-06-29T07:18:00Z,ADA/USDT,1.3522,1.353,1.3518,1.3519,66778.47,90307.441619,184
1624951020000,2021-06-29T07:17:00Z,ADA/USDT,1.3533,1.3534,1.3512,1.3522,151882.61,205375.94726,299
1624950960000,2021-06-29T07:16:00Z,ADA/USDT,1.3514,1.3549,1.3508,1.3532,121700.29,164677.217292,368
1624950900000,2021-06-29T07:15:00Z,ADA/USDT,1.3545,1.3549,1.3503,1.3512,160317.04,216796.703756,370
1624950840000,2021-06-29T07:14:00Z,ADA/USDT,1.355,1.3552,1.3521,1.3545,184204.08,249372.456332,437
1624950780000,2021-06-29T07:13:00Z,ADA/USDT,1.355,1.356,1.3545,1.3549,234217.66,317401.545858,380
1624950720000,2021-06-29T07:12:00Z,ADA/USDT,1.3564,1.3565,1.3544,1.3551,223386.76,302780.774825,434
1624950660000,2021-06-29T07:11:00Z,ADA/USDT,1.3548,1.3575,1.3545,1.3565,421438.5,571489.728501,661
1624950600000,2021-06-29T07:10:00Z,ADA/USDT,1.3518,1.3555,1.3518,1.3548,341246.01,462138.640548,611
1624950540000,2021-06-29T07:09:00Z,ADA/USDT,1.3519,1.3523,1.351,1.3517,174528.38,235897.912858,249
1624950480000,2021-06-29T07:08:00Z,ADA/USDT,1.3529,1.3543,1.352,1.352,199812.76,270363.464505,371
1624950420000,2021-06-29T07:07:00Z,ADA/USDT,1.3516,1.3534,1.3516,1.3529,328432.42,444124.03904,361
1624950360000,2021-06-29T07:06:00Z,ADA/USDT,1.3522,1.3528,1.3514,1.3517,148910.74,201297.035844,304
1624950300000,2021-06-29T07:05:00Z,ADA/USDT,1.351,1.3536,1.3509,1.3522,193398.79,261479.142999,418
1624950240000,2021-06-29T07:04:00Z,ADA/USDT,1.3488,1.351,1.3487,1.3509,145468.09,196348.12882,304
1624950180000,2021-06-29T07:03:00Z,ADA/USDT,1.3486,1.3509,1.3441,1.3488,424174.11,571824.207168,701
1624950120000,2021-06-29T07:02:00Z,ADA/USDT,1.352,1.3522,1.3454,1.3488,584976.1,788484.289857,1144
1624950060000,2021-06-29T07:01:00Z,ADA/USDT,1.3561,1.3568,1.3484,1.352,781500.86,1056121.964355,1456
1624950000000,2021-06-29T07:00:00Z,ADA/USDT,1.3547,1.3593,1.3544,1.3562,710147.84,963758.300923,1041
1624949940000,2021-06-29T06:59:00Z,ADA/USDT,1.3538,1.3561,1.3537,1.3549,285408.13,386703.857865,454
1624949880000,2021-06-29T06:58:00Z,ADA/USDT,1.3544,1.3571,1.3527,1.3539,350063.76,474404.418377,773
1624949820000,2021-06-29T06:57:00Z,ADA/USDT,1.3554,1.3568,1.3536,1.3546,646044.67,875574.386322,928
1624949760000,2021-06-29T06:56:00Z,ADA/USDT,1.3579,1.3614,1.3545,1.3553,1437107.94,1950453.257244,5627
1624949700000,2021-06-29T06:55:00Z,ADA/USDT,1.3444,1.3593,1.3444,1.3579,1875562.3,2538982.233932,4441
1624949640000,2021-06-29T06:54:00Z,ADA/USDT,1.3435,1.3449,1.343,1.3441,151567.92,203682.201638,226
1624949580000,2021-06-29T06:53:00Z,ADA/USDT,1.3436,1.3438,1.3426,1.3434,72341.11,97165.347361,180
1624949520000,2021-06-29T06:52:00Z,ADA/USDT,1.3404,1.3441,1.3404,1.3436,108657.27,145880.466121,270
1624949460000,2021-06-29T06:51:00Z,ADA/USDT,1.3447,1.3447,1.34,1.3405,504904,677587.87762200006,920
1624949400000,2021-06-29T06:50:00Z,ADA/USDT,1.3461,1.347,1.3436,1.3445,96206.65,129483.30822,259
1624949340000,2021-06-29T06:49:00Z,ADA/USDT,1.3483,1.3488,1.3458,1.346,119631.03,161240.598935,298
1624949280000,2021-06-29T06:48:00Z,ADA/USDT,1.3481,1.35,1.3471,1.3483,193118.71,260447.212889,410
1624949220000,2021-06-29T06:47:00Z,ADA/USDT,1.3471,1.3494,1.3462,1.348,245470.67,330849.467174,471
1624949160000,2021-06-29T06:46:00Z,ADA/USDT,1.3475,1.3477,1.3455,1.3471,97039.96,130673.747063,245
1624949100000,2021-06-29T06:45:00Z,ADA/USDT,1.3453,1.3484,1.3453,1.3475,291145.13,392095.429846,522
1624949040000,2021-06-29T06:44:00Z,ADA/USDT,1.3459,1.3464,1.3422,1.3455,388265.39,522097.957806,494
1624948980000,2021-06-29T06:43:00Z,ADA/USDT,1.3468,1.3475,1.3435,1.3459,346780.15,466586.361098,637
1624948920000,2021-06-29T06:42:00Z,ADA/USDT,1.3479,1.3515,1.3468,1.3468,546812.64,737610.509444,842
1624948860000,2021-06-29T06:41:00Z,ADA/USDT,1.3459,1.348,1.3453,1.3479,324734.31,437387.286523,607
1624948800000,2021-06-29T06:40:00Z,ADA/USDT,1.347,1.3518,1.3454,1.346,2219022.4,2993905.630013,4900
1624948740000,2021-06-29T06:39:00Z,ADA/USDT,1.338,1.3495,1.338,1.347,1684104.72,2267781.669691,3467
1624948680000,2021-06-29T06:38:00Z,ADA/USDT,1.3445,1.345,1.3373,1.3377,619087.01,830769.745312,1054
1624948620000,2021-06-29T06:37:00Z,ADA/USDT,1.342,1.345,1.3419,1.3447,727023.66,977133.977583,1360
1624948560000,2021-06-29T06:36:00Z,ADA/USDT,1.3412,1.3424,1.3408,1.342,499144.36,669668.24137,869
1624948500000,2021-06-29T06:35:00Z,ADA/USDT,1.3404,1.3411,1.3396,1.3411,177078.57,237344.004163,350
1624948440000,2021-06-29T06:34:00Z,ADA/USDT,1.3366,1.3414,1.336,1.3404,410513.48,550079.722883,891
1624948380000,2021-06-29T06:33:00Z,ADA/USDT,1.3359,1.338,1.3358,1.3367,126236.13,168775.175861,281
1624948320000,2021-06-29T06:32:00Z,ADA/USDT,1.3347,1.3359,1.3337,1.3358,126727.89,169120.618054,218
1624948260000,2021-06-29T06:31:00Z,ADA/USDT,1.3358,1.3359,1.3342,1.3349,71154.64,94981.384029,225
1624948200000,2021-06-29T06:30:00Z,ADA/USDT,1.3384,1.3395,1.3356,1.3358,321460.64,430140.847576,617
1624948140000,2021-06-29T06:29:00Z,ADA/USDT,1.3364,1.3385,1.336,1.3383,166913.07,223236.515943,320
1624948080000,2021-06-29T06:28:00Z,ADA/USDT,1.3367,1.3367,1.3357,1.3363,54310.19,72575.251522,106
1624948020000,2021-06-29T06:27:00Z,ADA/USDT,1.3367,1.3367,1.3362,1.3366,78425.75,104829.634157,84
1624947960000,2021-06-29T06:26:00Z,ADA/USDT,1.3358,1.3372,1.3356,1.3367,77777.83,103937.669956,127
1624947900000,2021-06-29T06:25:00Z,ADA/USDT,1.3368,1.3368,1.3357,1.3357,44433.84,59375.441777,115
1624947840000,2021-06-29T06:24:00Z,ADA/USDT,1.3368,1.3371,1.3365,1.3368,107310.62,143442.408526,124
1624947780000,2021-06-29T06:23:00Z,ADA/USDT,1.3369,1.3372,1.3366,1.3368,41611.51,55628.460162,114
1624947720000,2021-06-29T06:22:00Z,ADA/USDT,1.3369,1.3376,1.3367,1.337,42573.96,56921.607706,101
1624947660000,2021-06-29T06:21:00Z,ADA/USDT,1.3369,1.3375,1.336,1.3368,96369.17,128819.017745,194
1624947600000,2021-06-29T06:20:00Z,ADA/USDT,1.3356,1.3376,1.3355,1.3372,213994.15,286013.977669,292
1624947540000,2021-06-29T06:19:00Z,ADA/USDT,1.3353,1.3363,1.3349,1.3357,79976.52,106810.381136,123
1624947480000,2021-06-29T06:18:00Z,ADA/USDT,1.3352,1.3359,1.3349,1.3351,100629.62,134368.570144,141
1624947420000,2021-06-29T06:17:00Z,ADA/USDT,1.3361,1.3362,1.3351,1.3351,68710.73,91762.616542,112
1624947360000,2021-06-29T06:16:00Z,ADA/USDT,1.3367,1.3373,1.3354,1.3361,239906.34,320614.263166,312
1624947300000,2021-06-29T06:15:00Z,ADA/USDT,1.3335,1.3369,1.3335,1.3367,302669.98,404144.231943,513
1624947240000,2021-06-29T06:14:00Z,ADA/USDT,1.3334,1.3339,1.3327,1.3335,103079.07,137436.28641,181
1624947180000,2021-06-29T06:13:00Z,ADA/USDT,1.3325,1.334,1.3325,1.3334,144279.8,192376.174061,277
1624947120000,2021-06-29T06:12:00Z,ADA/USDT,1.3327,1.3328,1.332,1.3325,45257.91,60303.025272,101
1624947060000,2021-06-29T06:11:00Z,ADA/USDT,1.3323,1.3329,1.332,1.3326,126461.59,168517.621013,192
1624947000000,2021-06-29T06:10:00Z,ADA/USDT,1.3318,1.3329,1.3317,1.3324,71482.77,95230.938528,129
1624946940000,2021-06-29T06:09:00Z,ADA/USDT,1.3298,1.3319,1.3298,1.3315,94132.94,125314.002016,153
1624946880000,2021-06-29T06:08:00Z,ADA/USDT,1.3313,1.3315,1.3297,1.3297,78323.71,104222.483392,170
1624946820000,2021-06-29T06:07:00Z,ADA/USDT,1.3308,1.332,1.3308,1.3313,68482.4,91188.88626,144
1624946760000,2021-06-29T06:06:00Z,ADA/USDT,1.3317,1.332,1.3306,1.3307,43981.76,58548.449473,110
1624946700000,2021-06-29T06:05:00Z,ADA/USDT,1.3319,1.3327,1.3316,1.3317,59828.69,79704.510913,124
1624946640000,2021-06-29T06:04:00Z,ADA/USDT,1.3315,1.3324,1.3311,1.332,23348.91,31092.540565,77
1624946580000,2021-06-29T06:03:00Z,ADA/USDT,1.3314,1.3325,1.3311,1.3316,66848.84,89036.130208,164
1624946520000,2021-06-29T06:02:00Z,ADA/USDT,1.3313,1.3321,1.3311,1.3313,101889.8,135670.054153,175
1624946460000,2021-06-29T06:01:00Z,ADA/USDT,1.3312,1.3316,1.3308,1.3313,81796.97,108889.347871,132
1624946400000,2021-06-29T06:00:00Z,ADA/USDT,1.3315,1.3326,1.3309,1.331,143645.25,191307.078121,255
1624946340000,2021-06-29T05:59:00Z,ADA/USDT,1.3305,1.3316,1.3305,1.3314,43860.68,58379.332184,82
1624946280000,2021-06-29T05:58:00Z,ADA/USDT,1.3311,1.3311,1.3293,1.3305,50395.15,67033.385709,110
1624946220000,2021-06-29T05:57:00Z,ADA/USDT,1.3285,1.3313,1.3285,1.331,73803.51,98175.530363,138
1624946160000,2021-06-29T05:56:00Z,ADA/USDT,1.329,1.3292,1.3285,1.3285,23388.8,31076.941842,69
1624946100000,2021-06-29T05:55:00Z,ADA/USDT,1.3298,1.33,1.3287,1.329,129429.19,172072.677518,157
1624946040000,2021-06-29T05:54:00Z,ADA/USDT,1.3303,1.3312,1.3297,1.3297,86567.97,115164.918756,148
1624945980000,2021-06-29T05:53:00Z,ADA/USDT,1.3299,1.3311,1.3299,1.3303,87846.75,116884.176731,149
1624945920000,2021-06-29T05:52:00Z,ADA/USDT,1.3301,1.3304,1.3296,1.33,90321.88,120117.131684,137
1624945860000,2021-06-29T05:51:00Z,ADA/USDT,1.3306,1.3312,1.3294,1.3301,112420.54,149533.017607,201
1624945800000,2021-06-29T05:50:00Z,ADA/USDT,1.3284,1.3311,1.3281,1.3306,161246.22,214323.867064,263
1624945740000,2021-06-29T05:49:00Z,ADA/USDT,1.3281,1.3287,1.3276,1.3284,140757.9,186927.793972,154
1624945680000,2021-06-29T05:48:00Z,ADA/USDT,1.3277,1.3284,1.3275,1.328,105206.95,139691.299078,140
1624945620000,2021-06-29T05:47:00Z,ADA/USDT,1.3279,1.3283,1.327,1.3276,54922.87,72912.562331,145
1624945560000,2021-06-29T05:46:00Z,ADA/USDT,1.3275,1.3288,1.3272,1.3277,148175.41,196768.419481,205
1624945500000,2021-06-29T05:45:00Z,ADA/USDT,1.3269,1.3293,1.3266,1.3278,170873.6,226918.671112,220
1624945440000,2021-06-29T05:44:00Z,ADA/USDT,1.3273,1.3275,1.3262,1.327,133043.26,176529.125223,168
1624945380000,2021-06-29T05:43:00Z,ADA/USDT,1.3253,1.3295,1.3253,1.3274,242743.66,322254.369524,489
